TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 020.1/1XN/DFA7A.TNNN;GACC CX;020.1/1XN/DFA7A.TNNN;n/a;finoox;247-1HEM.0C9.3UN.00NN-C26.01.0000.000;GACC-CX-020.1-D/1-7.0-ANX-CC-E80C-417;1163;A;1;1;417;Axial;0,996;0,843;3,26;774;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,6;;230V-1~-0.7kW;AY7.004785;gacc1;642;393;353;350;299;10,7;9,52;9,52;n/a;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;109;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GACC CX 020.1/2XN/DFA7E.UNNN;GACC CX;020.1/2XN/DFA7E.UNNN;n/a;finoox;247-1HBG.0C9.3UN.00NN-C26.00.0800.000;E-GACC-CX-020.1-D/2-7.0-ANX-CC-E80C-417;1868;E;2;1;417;Axial;2,04;1,663;6,51;1548;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1,2;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;21,6;9,52;9,52;n/a;n/a;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GACC CX 020.1/1XN/FFA7A.UNNN;GACC CX;020.1/1XN/FFA7A.UNNN;n/a;finoox;247-1HFP.0C9.3UM.00NN-C26.00.0000.000;GACC-CX-020.1-F/1-7.0-ANX-CC-E80C-417;1366;A;1;1;417;Axial;1,328;1,111;4,89;753;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;0,9;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;12;9,52;9,52;n/a;n/a;0;n/a;No;No;No;200;AC motor;60;X;;;130;;;;;;;;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GACC CX 020.1/2XN/CFE7A.TNNN;GACC CX;020.1/2XN/CFE7A.TNNN;n/a;finoox;247-1HB3.0C9.3YN.00NN-C26.01.0000.000;GACC-CX-020.1-C/2-7.0-ENX-CC-E80C-417;1784;A;2;1;417;Axial;1,579;1,304;4,89;1572;2550;7;VT0337U;0,169;0,38;E;45,23;66,52;0,9;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16;9,52;9,52;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;124;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;18;3;yes;piece;1
GACC CX 020.1/3XN/CFE7A.UNNN;GACC CX;020.1/3XN/CFE7A.UNNN;n/a;finoox;247-1HHF.0C9.3YN.00NN-C26.00.0000.000;GACC-CX-020.1-C/3-7.0-ENX-CC-E80C-417;2264;A;3;1;417;Axial;2,431;1,963;7,33;2359;2550;7;VT0337U;0,254;0,38;E;46,85;68,28;1,3;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;22,1;9,52;9,52;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;60;X;;;143;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;18;3;yes;piece;1
GACC CX 020.1/3XN/DFE7E.TNNN;GACC CX;020.1/3XN/DFE7E.TNNN;n/a;finoox;247-1HJJ.0C9.3UN.00NN-C26.01.0800.000;E-GACC-CX-020.1-D/3-7.0-ENX-CC-E80C-417;2626;E;3;1;417;Axial;3,089;2,484;9,77;2321;2550;6;VT0337U;0,255;0,38;E;46,85;68,28;1,7;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;28,6;9,52;9,52;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GACC CX 020.1/3XN/FFE7A.TNNN;GACC CX;020.1/3XN/FFE7A.TNNN;n/a;finoox;247-1HKK.0C9.3UM.00NN-C26.01.0000.000;GACC-CX-020.1-F/3-7.0-ENX-CC-E80C-417;2748;A;3;1;417;Axial;4,053;3,258;14,66;2259;2550;6;VT0337U;0,256;0,38;D;46,85;68,28;2,5;;230V-1~-2.7kW;AY7.004793;gacc3;1342;393;353;1050;299;27,8;9,52;9,52;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;177;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GACC CX 020.1/1XN/FFC7E.UNNN;GACC CX;020.1/1XN/FFC7E.UNNN;n/a;finoox;247-1HGL.0C9.3UM.00NN-C26.00.0800.000;E-GACC-CX-020.1-F/1-7.0-PNX-CC-E80C-417;1766;E;1;1;417;Axial;1,235;1,034;4,89;753;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;0,9;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;16,3;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GACC CX 020.1/1XN/DFC7E.TNNN;GACC CX;020.1/1XN/DFC7E.TNNN;n/a;finoox;247-1HFJ.0C9.3UN.00NN-C26.01.0800.000;E-GACC-CX-020.1-D/1-7.0-PNX-CC-E80C-417;1539;E;1;1;417;Axial;0,926;0,784;3,26;774;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,6;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;14,7;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GACC CX 020.1/2XN/DFC7E.TNNN;GACC CX;020.1/2XN/DFC7E.TNNN;n/a;finoox;247-1HCC.0C9.3UN.00NN-C26.01.0800.000;E-GACC-CX-020.1-D/2-7.0-PNX-CC-E80C-417;2311;E;2;1;417;Axial;1,897;1,547;6,51;1548;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1,2;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;21,6;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GACC CX 020.1/2XN/DFC7E.UNNN;GACC CX;020.1/2XN/DFC7E.UNNN;n/a;finoox;247-1HCC.0C9.3UN.00NN-C26.00.0800.000;E-GACC-CX-020.1-D/2-7.0-PNX-CC-E80C-417;2311;E;2;1;417;Axial;1,897;1,547;6,51;1548;2550;6;VT0337U;0,17;0,38;E;45,23;66,52;1,2;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;21,6;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GACC CX 020.1/2XN/FFC7A.TNNN;GACC CX;020.1/2XN/FFC7A.TNNN;n/a;finoox;247-1HDD.0C9.3UM.00NN-C26.01.0000.000;GACC-CX-020.1-F/2-7.0-PNX-CC-E80C-417;2321;A;2;1;417;Axial;2,555;2,069;9,77;1506;2550;6;VT0337U;0,17;0,38;D;45,23;66,52;1,7;;230V-1~-1.7kW;AY7.004792;gacc2;992;393;353;700;299;19,9;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;60;X;;;149;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GACC CX 020.1/2XN/FFC7E.TNNN;GACC CX;020.1/2XN/FFC7E.TNNN;n/a;finoox;247-1HDE.0C9.3UM.00NN-C26.01.0800.000;E-GACC-CX-020.1-F/2-7.0-PNX-CC-E80C-417;2485;E;2;1;417;Axial;2,555;2,069;9,77;1506;2550;6;VT0337U;0,17;0,38;D;45,23;66,52;1,7;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;24,7;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GACC CX 020.1/1XN/CFC4E.UNNN;GACC CX;020.1/1XN/CFC4E.UNNN;n/a;finoox;247-1HE4.0C9.3YN.00NN-C26.00.0800.000;E-GACC-CX-020.1-C/1-4.0-PNX-CC-E80C-417;1496;E;1;1;417;Axial;0,971;0,82;4,13;751;2550;5;VT0337U;0,085;0,38;E;42,38;63,51;0,5;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;14;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;C;E;Powder coated;4;18;3;yes;piece;1
GACC CX 020.1/2XN/DFC4A.UNNN;GACC CX;020.1/2XN/DFC4A.UNNN;n/a;finoox;247-1HBZ.0C9.3UN.00NN-C26.00.0000.000;GACC-CX-020.1-D/2-4.0-PNX-CC-E80C-417;2177;A;2;1;417;Axial;2,448;1,969;11,02;1470;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;1,2;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;17,4;9,52;9,52;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;124;;;;;;;;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GACC CX 020.1/3XN/DFC4A.UNNN;GACC CX;020.1/3XN/DFC4A.UNNN;n/a;finoox;247-1HJB.0C9.3UN.00NN-C26.00.0000.000;GACC-CX-020.1-D/3-4.0-PNX-CC-E80C-417;2866;A;3;1;417;Axial;3,75;2,993;16,52;2205;2550;6;VT0337U;0,256;0,38;E;46,85;68,28;1,7;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;24,1;9,52;9,52;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;143;;;;;;;;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GACC CX 020.1/2XN/DFC4E.UNNN;GACC CX;020.1/2XN/DFC4E.UNNN;n/a;finoox;247-1HC0.0C9.3UN.00NN-C26.00.0800.000;E-GACC-CX-020.1-D/2-4.0-PNX-CC-E80C-417;2311;E;2;1;417;Axial;2,448;1,969;11,02;1470;2550;6;VT0337U;0,171;0,38;E;45,23;66,52;1,2;230V-1~-1.1kW;;;gacc2;992;393;353;700;299;21,7;9,52;9,52;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004786.1;1;100;880;1;200;860;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GACC CX 020.1/1XN/FFC4A.UNNN;GACC CX;020.1/1XN/FFC4A.UNNN;n/a;finoox;247-1HG7.0C9.3UM.00NN-C26.00.0000.000;GACC-CX-020.1-F/1-4.0-PNX-CC-E80C-417;1624;A;1;1;417;Axial;1,477;1,225;8,26;705;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;0,9;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;12,1;9,52;9,52;n/a;Inclusive;0;n/a;No;No;No;200;AC motor;60;X;;;130;;;;;;;;no;no;F;E;Powder coated;4;36;6;yes;piece;1
GACC CX 020.1/1XN/FFC4E.TNNN;GACC CX;020.1/1XN/FFC4E.TNNN;n/a;finoox;247-1HG8.0C9.3UM.00NN-C26.01.0800.000;E-GACC-CX-020.1-F/1-4.0-PNX-CC-E80C-417;1766;E;1;1;417;Axial;1,477;1,225;8,26;705;2550;5;VT0337U;0,085;0,38;D;42,38;63,51;0,9;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;16,4;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;4;36;6;yes;piece;1
GACC CX 020.1/2XN/FFC4E.TNNN;GACC CX;020.1/2XN/FFC4E.TNNN;n/a;finoox;247-1HD2.0C9.3UM.00NN-C26.01.0800.000;E-GACC-CX-020.1-F/2-4.0-PNX-CC-E80C-417;2485;E;2;1;417;Axial;3,06;2,466;16,52;1411;2550;6;VT0337U;0,171;0,38;D;45,23;66,52;1,7;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;24,9;9,52;9,52;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;60;X;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Powder coated;4;36;6;yes;piece;1
GACC CX 031.1/1XN/CHA4A.UNNN;GACC CX;031.1/1XN/CHA4A.UNNN;n/a;finoox;247-1B9S.1GX.3US.00NN-C26.00.0000.000;GACC CX 031.1C/14-ANX_.E;1217;A;1;1;1731;Axial;2,25;1,821;7,24;1746;1500;9;VT0603;0,145;0,55;E;43,22;64,51;0,8;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,8;9,52;9,52;n/a;n/a;139;151;No;No;No;315;AC motor;60;X;;;157;;;;;;;;no;no;C;E;Aluminum;4;24;3;yes;piece;1
GACC CX 031.1/2XN/CHA4A.TANN;GACC CX;031.1/2XN/CHA4A.TANN;n/a;finoox;247-1BCY.1GX.3US.00NN-C26.01.0000.100;GACC CX 031.1C/24-ANX_.E;2545;A;2;1;1731;Axial;4,666;3,703;14,48;3493;1500;10;VT0603;0,291;0,55;E;46,04;67,52;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24,4;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;60;X;;;172;;;;;;;;no;no;C;E;Aluminum;4;24;3;yes;piece;1
GACC CX 031.1/2XN/DHA4E.UANN;GACC CX;031.1/2XN/DHA4E.UANN;n/a;finoox;247-1BDD.1GX.3UU.00NN-C26.00.0800.100;GACC CX 031.1D/24-ENX_.E;2724;E;2;1;1731;Axial;5,477;4,341;19,3;3320;1500;9;VT0603;0,293;0,55;D;46,04;67,52;2;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;28,2;9,52;9,52;n/a;n/a;201;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;D;E;Aluminum;4;32;4;yes;piece;1
GACC CX 031.2/3XN/DHA4A.TANN;GACC CX;031.2/3XN/DHA4A.TANN;n/a;finoox;247-2LYR.1GX.3UV.S5SR-C26.01.0000.100;GACC CX 031.2D/34-ANX_.E;3954;A;3;1;1731;Axial;8,469;6,755;28,95;4981;1500;9;VT0603;0,439;0,55;D;47,61;69,28;3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;38,1;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;60;X;;;190;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GACC CX 031.1/3XN/FHA7E.TANN;GACC CX;031.1/3XN/FHA7E.TANN;n/a;finoox;247-1BH7.1GX.3UQ.SGPW-C26.01.0800.100;GACC CX 031.1F/37-ENX_.E;4256;E;3;1;1731;Axial;8,386;6,738;25,68;5216;1500;10;VT0603;0,436;0,55;D;47,61;69,28;4,5;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;47,2;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00009.1;2;100;1580;1;200;1560;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GACC CX 031.1/1XN/HHA7A.TANN;GACC CX;031.1/1XN/HHA7A.TANN;n/a;finoox;247-1BBJ.1GX.3V2.00NN-C26.01.0000.100;GACC CX 031.1H/17-ANX_.E;1999;A;1;1;1731;Axial;3,296;2,665;11,41;1642;1500;8;VT0603;0,146;0,55;C;43,22;64,51;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;20,4;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;60;X;;;183;;;;;;;;no;no;H;E;Aluminum;7;64;8;yes;piece;1
GACC CX 031.2/3XN/HHA7A.TNNN;GACC CX;031.2/3XN/HHA7A.TNNN;n/a;finoox;247-2LZ9.1GX.3V3.SGPW-C26.01.0000.000;GACC CX 031.2H/37-ANX_.E;3945;A;3;1;1731;Axial;9,526;7,63;34,24;4925;1500;9;VT0603;0,439;0,55;C;47,61;69,28;5,9;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;50,7;16;22,23;n/a;n/a;Inclusive;453;No;No;Yes;315;AC motor;60;X;;;231;;;;;;;;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.2/2XN/HHA7A.UANN;GACC CX;031.2/2XN/HHA7A.UANN;n/a;finoox;247-2LXH.1GX.3V3.S5SR-C26.00.0000.100;GACC CX 031.2H/27-ANX_.E;2671;A;2;1;1731;Axial;6,623;5,362;22,83;3284;1500;9;VT0603;0,293;0,55;C;46,04;67,52;4,1;;230V-1~-2.57kW;BG351035-00026;gacc2;1212;430;455;920;332;35,8;16;22,23;n/a;n/a;201;Inclusive;Yes;No;No;315;AC motor;60;X;;;204;;;;;;;;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.2/2XN/FHA7A.UANN;GACC CX;031.2/2XN/FHA7A.UANN;n/a;finoox;247-2LWT.1GX.3UX.00NN-C26.00.0000.100;GACC CX 031.2F/27-ANX_.E;2366;A;2;1;1731;Axial;5,26;4,173;17,12;3477;1500;10;VT0603;0,291;0,55;D;46,04;67,52;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;30,9;9,52;9,52;n/a;n/a;201;Inclusive;Yes;No;No;315;AC motor;60;X;;;204;;;;;;;;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.2/2XN/FHA7A.UNNN;GACC CX;031.2/2XN/FHA7A.UNNN;n/a;finoox;247-2LWT.1GX.3UX.00NN-C26.00.0000.000;GACC CX 031.2F/27-ANX_.E;2064;A;2;1;1731;Axial;5,26;4,173;17,12;3477;1500;10;VT0603;0,291;0,55;D;46,04;67,52;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;30,9;9,52;9,52;n/a;n/a;201;302;No;No;No;315;AC motor;60;X;;;204;;;;;;;;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.1/1XN/CHE4E.UANN;GACC CX;031.1/1XN/CHE4E.UANN;n/a;finoox;247-1B9V.1GX.3US.00NN-C26.00.0800.100;GACC CX 031.1C/14-ENX_.E_Epoxy;1741;E;1;1;1731;Axial;2,185;1,77;7,24;1746;1500;9;VT0603;0,145;0,55;E;43,22;64,51;0,8;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,5;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/1XN/DHE4A.TNNN;GACC CX;031.1/1XN/DHE4A.TNNN;n/a;finoox;247-1BA8.1GX.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/14-ANX_.E_Epoxy;1774;A;1;1;1731;Axial;2,684;2,159;9,65;1660;1500;8;VT0603;0,146;0,55;D;43,22;64,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;Inclusive;n/a;Inclusive;151;No;No;Yes;315;AC motor;60;X;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/2XN/DHE4A.TNNN;GACC CX;031.1/2XN/DHE4A.TNNN;n/a;finoox;247-1BDE.1GX.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/24-ANX_.E_Epoxy;2728;A;2;1;1731;Axial;5,379;4,26;19,3;3320;1500;9;VT0603;0,293;0,55;D;46,04;67,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,6;9,52;9,52;Inclusive;n/a;Inclusive;302;No;No;Yes;315;AC motor;60;X;;;172;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1XN/DHE4E.TANN;GACC CX;031.1/1XN/DHE4E.TANN;n/a;finoox;247-1BA9.1GX.3UU.00NN-C26.01.0800.100;GACC CX 031.1D/14-ENX_.E_Epoxy;2125;E;1;1;1731;Axial;2,684;2,159;9,65;1660;1500;8;VT0603;0,146;0,55;D;43,22;64,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,7;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1XN/DHE4E.UANN;GACC CX;031.1/1XN/DHE4E.UANN;n/a;finoox;247-1BA9.1GX.3UU.00NN-C26.00.0800.100;GACC CX 031.1D/14-ENX_.E_Epoxy;1986;E;1;1;1731;Axial;2,684;2,159;9,65;1660;1500;8;VT0603;0,146;0,55;D;43,22;64,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,7;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1XN/FHE4E.UANN;GACC CX;031.1/1XN/FHE4E.UANN;n/a;finoox;247-1BAZ.1GX.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/14-ENX_.E_Epoxy;2159;E;1;1;1731;Axial;3,351;2,686;14,48;1510;1500;8;VT0603;0,147;0,55;D;43,22;64,51;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;19,4;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;4;48;6;yes;piece;1
GACC CX 031.1/1XN/FHE4E.UNNN;GACC CX;031.1/1XN/FHE4E.UNNN;n/a;finoox;247-1BAZ.1GX.3UX.00NN-C26.00.0800.000;GACC CX 031.1F/14-ENX_.E_Epoxy;2008;E;1;1;1731;Axial;3,351;2,686;14,48;1510;1500;8;VT0603;0,147;0,55;D;43,22;64,51;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;19,4;9,52;9,52;Inclusive;n/a;139;151;No;Yes;No;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;4;48;6;yes;piece;1
GACC CX 031.1/1XN/DHE7A.TNNN;GACC CX;031.1/1XN/DHE7A.TNNN;n/a;finoox;247-1BAQ.1GX.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/17-ANX_.E_Epoxy;1541;A;1;1;1731;Axial;2,036;1,66;5,71;1849;1500;9;VT0603;0,144;0,55;D;43,22;64,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;Inclusive;n/a;Inclusive;151;No;No;Yes;315;AC motor;60;X;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC CX 031.1/2XN/DHE7A.TANN;GACC CX;031.1/2XN/DHE7A.TANN;n/a;finoox;247-1BDW.1GX.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/27-ANX_.E_Epoxy;2657;A;2;1;1731;Axial;4,163;3,33;11,41;3699;1500;10;VT0603;0,288;0,55;D;46,04;67,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,5;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;60;X;;;172;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC CX 031.1/1XN/FHE7A.UANN;GACC CX;031.1/1XN/FHE7A.UANN;n/a;finoox;247-1BBE.1GX.3UX.00NN-C26.00.0000.100;GACC CX 031.1F/17-ANX_.E_Epoxy;1788;A;1;1;1731;Axial;2,752;2,225;8,56;1739;1500;9;VT0603;0,145;0,55;D;43,22;64,51;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;18,1;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;No;No;315;AC motor;60;X;;;183;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.1/1XN/FHE7E.UANN;GACC CX;031.1/1XN/FHE7E.UANN;n/a;finoox;247-1BBF.1GX.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/17-ENX_.E_Epoxy;2025;E;1;1;1731;Axial;2,752;2,225;8,56;1739;1500;9;VT0603;0,145;0,55;D;43,22;64,51;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;19,3;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
