TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 031.2/31M/DFA4A.TNNN;GASC CX;031.2/31M/DFA4A.TNNN;n/a;finoox;251-2LUM.24H.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-AL1_.E;3434;A;3;1;2465;Axial;7,173;5,756;32,1;3499;1000;14;VT03190;0,109;0,3;A;38,26;60,14;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;38,1;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.1/41N/FFE7A.TNNN;GASC CX;031.1/41N/FFE7A.TNNN;n/a;finoox;251-1B62.24G.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-AN1_.E_Epoxy;5182;A;4;1;2464;Axial;11,277;9,094;37,96;6590;1350;22;VT03190;0,346;0,7;B;47,13;69,25;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;59,3;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC CX 020.1/21M/DDE7E.TNNN;GASC CX;020.1/21M/DDE7E.TNNN;n/a;finoox;251-1CKF.0YF.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/27-EL1_.E_Epoxy;1500;E;2;1;1103;Axial;1,254;1,052;4,96;879;1500;7;VT03033U;0,041;0,16;B;43,03;64,33;0,9;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;16,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.2/21N/FFC7E.TNNN;GASC CX;031.2/21N/FFC7E.TNNN;n/a;finoox;251-2LUF.24G.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-EN1_.E_PC;3329;E;2;1;2464;Axial;4,928;3,912;18,98;3295;1350;16;VT03190;0,173;0,7;B;44,62;66,24;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;34,4;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 030.2/21N/FFC7E.TNNN;GASC CX;030.2/21N/FFC7E.TNNN;n/a;finoox;251-2LUE.345.3UM.00NN-C26.01.0800.000;GASC CX 030.2D/27-EN1_.E_PC;3463;E;2;1;3609;Axial;5,002;3,967;18,98;3417;1760;16;VT06103;0,196;0,76;C;46,43;68,05;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,2;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 030.1/11M/DDE7E.TNNN;GASC CX;030.1/11M/DDE7E.TNNN;n/a;finoox;251-1HV6.0YG.3UF.00NN-C26.01.0800.000;GASC CX 030.1A/17-EL1_.E_Epoxy;1554;E;1;1;1104;Axial;1,2;1,009;4,22;914;1250;8;VT03034U;0,032;0,27;B;42,75;64;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;13,7;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 020.1/11M/DDE7A.TNNN;GASC CX;020.1/11M/DDE7A.TNNN;n/a;finoox;251-1AZ0.0YF.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/17-AL1_.E_Epoxy;935;A;1;1;1103;Axial;0,624;0,535;2,48;440;1500;5;VT03033U;0,021;0,16;B;40,19;61,32;0,5;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;8,5;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/11M/FFE4A.TNNN;GASC CX;031.1/11M/FFE4A.TNNN;n/a;finoox;251-1B1L.24H.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/14-AL1_.E_Epoxy;1687;A;1;1;2465;Axial;2,683;2,185;16,05;1056;1000;7;VT03190;0,036;0,3;A;34,32;55,66;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,6;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;36;6;yes;piece;1
GASC CX 030.1/11N/DFE4E.TNNN;GASC CX;030.1/11N/DFE4E.TNNN;n/a;finoox;251-1HVW.345.3UN.00NN-C26.01.0800.000;GASC CX 030.1C/14-EN1_.E_Epoxy;1815;E;1;1;3609;Axial;2,814;2,259;10,7;1658;1760;11;VT06103;0,1;0,76;C;43,7;65,04;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.1/11M/FFA7E.TNNN;GASC CX;030.1/11M/FFA7E.TNNN;n/a;finoox;251-1HWL.0YG.3UM.00NN-C26.01.0800.000;GASC CX 030.1D/17-EL1_.E;1712;E;1;1;1104;Axial;2,118;1,733;9,49;1066;1250;7;VT03034U;0,028;0,27;A+;43,24;64,59;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 030.1/11M/DFC4E.TNNN;GASC CX;030.1/11M/DFC4E.TNNN;n/a;finoox;251-1HW2.0YG.3UN.00NN-C26.01.0800.000;GASC CX 030.1C/14-EL1_.E_PC;1843;E;1;1;1104;Axial;1,904;1,555;10,7;1028;1250;7;VT03034U;0,029;0,27;A;43,05;64,39;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;15,4;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 020.1/31M/DDE7A.TNNN;GASC CX;020.1/31M/DDE7A.TNNN;n/a;finoox;251-1CMJ.0YF.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/37-AL1_.E_Epoxy;1746;A;3;1;1103;Axial;1,912;1,566;7,44;1319;1500;8;VT03033U;0,062;0,16;B;44,63;66,1;1,3;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 030.1/21N/FFE4E.TNNN;GASC CX;030.1/21N/FFE4E.TNNN;n/a;finoox;251-1HZL.345.3UL.SGPU-C26.01.0800.000;GASC CX 030.1D/24-EN1_.E_Epoxy;3336;E;2;1;3609;Axial;7,085;5,705;32,1;3128;1760;15;VT06103;0,211;0,76;C;46,43;68,05;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 020.1/21N/FDE7A.TNNN;GASC CX;020.1/21N/FDE7A.TNNN;n/a;finoox;251-1CLG.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/27-AN1_.E_Epoxy;1452;A;2;1;1102;Axial;1,917;1,573;7,44;1071;2000;8;VT03033U;0,071;0,26;C;47,04;68,34;1,3;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;16,7;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC CX 031.2/2XN/DFA4A.TNNN;GASC CX;031.2/2XN/DFA4A.TNNN;n/a;finoox;251-2LTK.245.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/24-ANX_.E;2101;A;2;1;2453;Axial;5,656;4,484;21,4;3304;1390;16;VT03159U;0,272;0,55;D;46,04;67,66;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;27,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Aluminum;4;24;4;yes;piece;1
GASC CX 031.1/4WN/FFE4A.TNNN;GASC CX;031.1/4WN/FFE4A.TNNN;n/a;finoox;251-1B5U.246.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/44-ANW_.E_Epoxy;4726;A;4;1;2454;Axial;13,345;10,738;64,2;5750;1300;19;VT03159U;0,409;0,42;C;47,89;70,02;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;62,2;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;423;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC CX 030.1/11M/DDA7E.TNNN;GASC CX;030.1/11M/DDA7E.TNNN;n/a;finoox;251-1HUG.0YG.3UF.00NN-C26.01.0800.000;GASC CX 030.1A/17-EL1_.E;1402;E;1;1;1104;Axial;1,221;1,026;4,22;914;1250;8;VT03034U;0,032;0,27;A;42,75;64;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;13,7;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 031.1/4WN/FFA7A.TNNN;GASC CX;031.1/4WN/FFA7A.TNNN;n/a;finoox;251-1B5L.246.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-ANW_.E;4340;A;4;1;2454;Axial;11,396;9,196;37,96;6555;1300;22;VT03159U;0,404;0,42;B;47,61;69,74;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;61,7;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;423;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC CX 031.1/21M/DDE7E.TNNN;GASC CX;031.1/21M/DDE7E.TNNN;n/a;finoox;251-1B27.24H.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/27-EL1_.E_Epoxy;2759;E;2;1;2465;Axial;2,568;2,076;8,44;1928;1000;11;VT03190;0,073;0,3;B;37,42;58,95;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;25,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 020.1/21N/FDE7E.TNNN;GASC CX;020.1/21N/FDE7E.TNNN;n/a;finoox;251-1CLH.0YE.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/27-EN1_.E_Epoxy;1653;E;2;1;1102;Axial;1,917;1,573;7,44;1071;2000;8;VT03033U;0,071;0,26;C;47,04;68,34;1,3;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;18,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC CX 030.1/11M/DDC7E.TNNN;GASC CX;030.1/11M/DDC7E.TNNN;n/a;finoox;251-1HVC.0YG.3UF.00NN-C26.01.0800.000;GASC CX 030.1A/17-EL1_.E_PC;1629;E;1;1;1104;Axial;1,136;0,955;4,22;914;1250;8;VT03034U;0,032;0,27;B;42,75;64;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;13,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/3WN/FFA7A.TNNN;GASC CX;031.1/3WN/FFA7A.TNNN;n/a;finoox;251-1B4J.246.3UL.S5PT-C26.01.0000.000;GASC CX 031.1D/37-ANW_.E;3344;A;3;1;2454;Axial;8,464;6,811;28,47;4916;1300;19;VT03159U;0,303;0,42;C;46,61;68,49;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;47;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Aluminum;7;18;6;yes;piece;1
GASC CX 031.1/1WM/FFE7E.TNNN;GASC CX;031.1/1WM/FFE7E.TNNN;n/a;finoox;251-1B1V.247.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-ELW_.E_Epoxy;1762;E;1;1;2455;Axial;2,181;1,78;9,49;1132;900;8;VT03159U;0,089;0,38;C;38,35;59,7;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,3;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 031.2/2XM/FFA7E.TNNN;GASC CX;031.2/2XM/FFA7E.TNNN;n/a;finoox;251-2LU7.248.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-ELX_.E;2736;E;2;1;2456;Axial;3,749;3,036;18,98;1780;720;9;VT03159U;0,18;0,39;C;37,59;59,21;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,6;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1WN/FFA4E.TNNN;GASC CX;031.1/1WN/FFA4E.TNNN;n/a;finoox;251-1B1H.246.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/14-ENW_.E;1596;E;1;1;2454;Axial;3,401;2,744;16,05;1438;1300;10;VT03159U;0,102;0,42;C;42,65;64;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,4;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;4;36;6;yes;piece;1
GASC CX 031.1/1WN/DFA4E.TNNN;GASC CX;031.1/1WN/DFA4E.TNNN;n/a;finoox;251-1B0T.246.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-ENW_.E;1461;E;1;1;2454;Axial;2,792;2,246;10,7;1566;1300;11;VT03159U;0,101;0,42;C;42,43;63,78;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,4;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;24;4;yes;piece;1
GASC CX 030.2/31N/DFE4A.TNNN;GASC CX;030.2/31N/DFE4A.TNNN;n/a;finoox;251-2LUQ.345.3UC.SGPU-C26.01.0000.000;GASC CX 030.2C/34-AN1_.E_Epoxy;3915;A;3;1;3609;Axial;8,646;6,895;32,1;4973;1760;19;VT06103;0,301;0,76;C;47,93;69,81;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;39,3;16;22,23;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC CX 031.2/2WN/DFC4E.TNNN;GASC CX;031.2/2WN/DFC4E.TNNN;n/a;finoox;251-2LTV.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-ENW_.E_PC;2714;E;2;1;2454;Axial;4,913;3,899;21,4;3131;1300;15;VT03159U;0,203;0,42;D;45,17;66,79;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;30,1;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 031.2/4WN/DFA4A.TNNN;GASC CX;031.2/4WN/DFA4A.TNNN;n/a;finoox;251-2LVJ.246.3UC.S5PT-C26.01.0000.000;GASC CX 031.2C/44-ANW_.E;4003;A;4;1;2454;Axial;11,096;8,816;42,8;6263;1300;21;VT03159U;0,406;0,42;C;47,67;69,8;4,3;;400V 3~N - 3.4kW;AY7.001480;GASC4;3004;580;337;1360;552;52,2;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;387;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.2/2XM/FFE7E.TNNN;GASC CX;031.2/2XM/FFE7E.TNNN;n/a;finoox;251-2LUB.248.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-ELX_.E_Epoxy;2979;E;2;1;2456;Axial;3,71;3,003;18,98;1780;720;9;VT03159U;0,18;0,39;C;37,59;59,21;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1WN/DFC4E.TNNN;GASC CX;031.1/1WN/DFC4E.TNNN;n/a;finoox;251-1B11.246.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-ENW_.E_PC;1727;E;1;1;2454;Axial;2,485;1,999;10,7;1566;1300;11;VT03159U;0,101;0,42;D;42,43;63,78;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,4;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 031.1/2WN/FFC4E.TNNN;GASC CX;031.1/2WN/FFC4E.TNNN;n/a;finoox;251-1B3H.246.3UL.SGPU-C26.01.0800.000;GASC CX 031.1D/24-ENW_.E_PC;3126;E;2;1;2454;Axial;6,07;4,901;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36,4;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 020.1/21M/FDC4E.TNNN;GASC CX;020.1/21M/FDC4E.TNNN;n/a;finoox;251-1CLB.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/24-EL1_.E_PC;1772;E;2;1;1103;Axial;1,748;1,443;12,59;754;1500;6;VT03033U;0,04;0,16;B;43,87;65,18;1,3;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;18,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Powder coated;4;24;6;yes;piece;1
GASC CX 031.2/3WN/DFA4E.TNNN;GASC CX;031.2/3WN/DFA4E.TNNN;n/a;finoox;251-2LUP.246.3UC.SGPU-C26.01.0800.000;GASC CX 031.2C/34-ENW_.E;3423;E;3;1;2454;Axial;8,569;6,848;32,1;4697;1300;18;VT03159U;0,304;0,42;C;46,67;68,55;3,3;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;43,4;16;22,23;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.2/21M/FFA7A.TNNN;GASC CX;031.2/21M/FFA7A.TNNN;n/a;finoox;251-2LU5.24H.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-AL1_.E;2706;A;2;1;2465;Axial;4,618;3,7;18,98;2485;1000;12;VT03190;0,072;0,3;A+;36,63;58,26;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,1;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 020.1/21M/DDE4A.TNNN;GASC CX;020.1/21M/DDE4A.TNNN;n/a;finoox;251-1CK2.0YF.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/24-AL1_.E_Epoxy;1298;A;2;1;1103;Axial;1,631;1,35;8,39;807;1500;6;VT03033U;0,04;0,16;B;43,52;64,82;0,9;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;14,8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 030.1/31N/FFE7A.TNNN;GASC CX;030.1/31N/FFE7A.TNNN;n/a;finoox;251-1J21.345.3UL.S5PT-C26.01.0000.000;GASC CX 030.1D/37-AN1_.E_Epoxy;4177;A;3;1;3609;Axial;8,539;6,864;28,47;5125;1760;20;VT06103;0,295;0,76;B;47,93;69,81;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;46,4;16;22,23;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;18;6;yes;piece;1
GASC CX 031.2/2XN/DFE7E.TNNN;GASC CX;031.2/2XN/DFE7E.TNNN;n/a;finoox;251-2LTZ.245.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ENX_.E_Epoxy;2567;E;2;1;2453;Axial;4,369;3,495;12,65;3666;1390;18;VT03159U;0,27;0,55;D;46,53;68,15;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/2WM/DDE7E.TNNN;GASC CX;031.1/2WM/DDE7E.TNNN;n/a;finoox;251-1B27.247.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/27-ELW_.E_Epoxy;2527;E;2;1;2455;Axial;2,406;1,949;8,44;1732;900;10;VT03159U;0,18;0,38;D;41,53;63,06;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;26,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/1XN/FFE4A.TNNN;GASC CX;031.1/1XN/FFE4A.TNNN;n/a;finoox;251-1B1L.245.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/14-ANX_.E_Epoxy;1573;A;1;1;2453;Axial;3,449;2,777;16,05;1509;1390;10;VT03159U;0,136;0,55;D;43,17;64,51;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;18,2;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;36;6;yes;piece;1
GASC CX 031.1/1XN/FFA7E.TNNN;GASC CX;031.1/1XN/FFA7E.TNNN;n/a;finoox;251-1B1D.245.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-ENX_.E;1596;E;1;1;2453;Axial;2,92;2,362;9,49;1731;1390;12;VT03159U;0,136;0,55;C;43,48;64,82;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1WM/DFA7A.TNNN;GASC CX;031.1/1WM/DFA7A.TNNN;n/a;finoox;251-1B0N.247.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/17-ALW_.E;1317;A;1;1;2455;Axial;1,719;1,416;6,33;1208;900;8;VT03159U;0,088;0,38;D;38,32;59,66;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
