TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC RX 031.1/11N/HHA7A.TANN;GACC RX;031.1/11N/HHA7A.TANN;n/a;finoox;247-1BBL.1TZ.3V3.S5NM-R23.01.0000.100;GACC RX 031.1H/17-AN1_.E;1728;A;1;1;2107;Axial;2,738;1,965;2,883;2,275;2,921;2,221;2,789;2,19;2,695;2,093;2,687;1,951;10,6;1509;1350;8;VT03189;0,086;0,7;B;40,72;62,01;3,7;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;18,5;16;18;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;H;F;Aluminum;7;32;8;yes;piece;1
GACC RX 031.1/21N/HHA7A.TNNN;GACC RX;031.1/21N/HHA7A.TNNN;n/a;finoox;247-1BES.1TZ.3V4.RQV5-R23.01.0000.000;GACC RX 031.1H/27-AN1_.E;2237;A;2;1;2107;Axial;5,531;4,019;5,795;4,603;5,867;4,488;5,606;4,427;5,42;4,235;5,436;3,992;21,19;3019;1350;8;VT03189;0,173;0,7;B;43,54;65,02;7,1;;230V-1~-2.57kW;BG351035-00026;gacc2;1212;430;455;920;332;31,5;16;22;n/a;n/a;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;H;F;Aluminum;7;16;8;yes;piece;1
GACC RX 031.1/21N/HHA7E.UANN;GACC RX;031.1/21N/HHA7E.UANN;n/a;finoox;247-1BET.1TZ.3V4.RQV5-R23.00.0800.100;GACC RX 031.1H/27-EN1_.E;2597;E;2;1;2107;Axial;5,531;4,019;5,795;4,603;5,867;4,488;5,606;4,427;5,42;4,235;5,436;3,992;21,19;3019;1350;8;VT03189;0,173;0,7;B;43,54;65,02;7,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;33,7;16;22;n/a;n/a;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;F;Aluminum;7;16;8;yes;piece;1
GACC RX 031.1/11N/DHA4E.TANN;GACC RX;031.1/11N/DHA4E.TANN;n/a;finoox;247-1BAB.1TZ.3UV.S5NN-R23.01.0800.100;GACC RX 031.1D/14-EN1_.E;1739;E;1;1;2107;Axial;2,336;1,745;2,299;1,87;2,435;1,887;2,233;1,813;2,118;1,699;2,236;1,758;8,85;1587;1350;8;VT03189;0,086;0,7;C;40,72;62,01;2;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,3;16;18;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;F;Aluminum;4;16;4;yes;piece;1
GACC RX 031.1/11N/FHA4E.TANN;GACC RX;031.1/11N/FHA4E.TANN;n/a;finoox;247-1BB1.1TZ.3UQ.S5NN-R23.01.0800.100;GACC RX 031.1F/14-EN1_.E;1862;E;1;1;2107;Axial;2,792;2,051;2,866;2,295;2,934;2,292;2,778;2,215;2,661;2,098;2,708;2,024;13,28;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;17,8;16;18;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;F;Aluminum;4;24;6;yes;piece;1
GACC RX 031.1/11N/FHA4E.UANN;GACC RX;031.1/11N/FHA4E.UANN;n/a;finoox;247-1BB1.1TZ.3UQ.S5NN-R23.00.0800.100;GACC RX 031.1F/14-EN1_.E;1719;E;1;1;2107;Axial;2,792;2,051;2,866;2,295;2,934;2,292;2,778;2,215;2,661;2,098;2,708;2,024;13,28;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;17,8;16;18;n/a;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;F;Aluminum;4;24;6;yes;piece;1
GACC RX 031.1/21N/DHA4A.UNNN;GACC RX;031.1/21N/DHA4A.UNNN;n/a;finoox;247-1BDG.1TZ.3UW.S5NU-R23.00.0000.000;GACC RX 031.1D/24-AN1_.E;1950;A;2;1;2107;Axial;4,69;3,522;4,605;3,755;4,878;3,791;4,474;3,638;4,244;3,411;4,489;3,555;17,71;3174;1350;9;VT03189;0,173;0,7;C;43,54;65,02;3,7;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24;16;22;n/a;n/a;204;302;No;No;No;315;EC motor;5060;1;;;172;;;;;;;;no;no;D;F;Aluminum;4;8;4;yes;piece;1
GACC RX 031.1/21N/FHA4A.TANN;GACC RX;031.1/21N/FHA4A.TANN;n/a;finoox;247-1BE6.1TZ.3UZ.S5NU-R23.01.0000.100;GACC RX 031.1F/24-AN1_.E;2619;A;2;1;2107;Axial;5,629;4,181;5,755;4,631;5,886;4,622;5,575;4,465;5,344;4,235;5,464;4,126;26,56;2796;1350;8;VT03189;0,173;0,7;C;43,54;65,02;5,4;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28;16;22;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;F;Aluminum;4;12;6;yes;piece;1
GACC RX 031.1/21N/FHA4A.UNNN;GACC RX;031.1/21N/FHA4A.UNNN;n/a;finoox;247-1BE6.1TZ.3UZ.S5NU-R23.00.0000.000;GACC RX 031.1F/24-AN1_.E;2113;A;2;1;2107;Axial;5,629;4,181;5,755;4,631;5,886;4,622;5,575;4,465;5,344;4,235;5,464;4,126;26,56;2796;1350;8;VT03189;0,173;0,7;C;43,54;65,02;5,4;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28;16;22;n/a;n/a;204;302;No;No;No;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;F;Aluminum;4;12;6;yes;piece;1
GACC RX 031.1/11N/DHC4E.UANN;GACC RX;031.1/11N/DHC4E.UANN;n/a;finoox;247-1BAK.1TZ.3UV.S5NN-R23.00.0800.100;GACC RX 031.1D/14-EN1_.E_PC;1893;E;1;1;2107;Axial;2,086;1,558;2,047;1,665;2,176;1,687;1,989;1,616;1,886;1,512;1,987;1,568;9,19;1587;1350;8;VT03189;0,086;0,7;D;40,72;62,01;2;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,3;16;18;n/a;Inclusive;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;F;Powder coated;4;16;4;yes;piece;1
GACC RX 031.1/11N/FHC4A.TANN;GACC RX;031.1/11N/FHC4A.TANN;n/a;finoox;247-1BB8.1TZ.3UQ.S5NN-R23.01.0000.100;GACC RX 031.1F/14-AN1_.E_PC;1940;A;1;1;2107;Axial;2,486;1,826;2,551;2,042;2,641;2,045;2,473;1,971;2,368;1,864;2,41;1,803;13,79;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;16,6;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;F;Powder coated;4;24;6;yes;piece;1
GACC RX 031.1/11N/FHC4A.UANN;GACC RX;031.1/11N/FHC4A.UANN;n/a;finoox;247-1BB8.1TZ.3UQ.S5NN-R23.00.0000.100;GACC RX 031.1F/14-AN1_.E_PC;1797;A;1;1;2107;Axial;2,486;1,826;2,551;2,042;2,641;2,045;2,473;1,971;2,368;1,864;2,41;1,803;13,79;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;16,6;16;18;n/a;Inclusive;143;Inclusive;Yes;No;No;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;F;Powder coated;4;24;6;yes;piece;1
GACC RX 031.1/11N/FHC4E.UANN;GACC RX;031.1/11N/FHC4E.UANN;n/a;finoox;247-1BB9.1TZ.3UQ.S5NN-R23.00.0800.100;GACC RX 031.1F/14-EN1_.E_PC;2034;E;1;1;2107;Axial;2,486;1,826;2,551;2,042;2,641;2,045;2,473;1,971;2,368;1,864;2,41;1,803;13,79;1398;1350;7;VT03189;0,086;0,7;C;40,72;62,01;2,8;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;17,8;16;18;n/a;Inclusive;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;F;Powder coated;4;24;6;yes;piece;1
GACC RX 031.1/21N/CHC4A.TNNN;GACC RX;031.1/21N/CHC4A.TNNN;n/a;finoox;247-1BD6.1TZ.3UT.S5NP-R23.01.0000.000;GACC RX 031.1C/24-AN1_.E_PC;2472;A;2;1;2107;Axial;3,146;2,219;3,339;2,582;3,408;2,542;3,222;2,497;3,094;2,354;3,067;2,176;13,79;3413;1350;10;VT03189;0,173;0,7;D;43,54;65,02;2,7;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;21,6;16;18;n/a;Inclusive;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;172;;;;;;;;no;no;C;F;Powder coated;4;12;3;yes;piece;1
GACC RX 031.1/31N/DHC4E.TNNN;GACC RX;031.1/31N/DHC4E.TNNN;n/a;finoox;247-1BH3.1TZ.3UW.S5NT-R23.01.0800.000;GACC RX 031.1D/34-EN1_.E_PC;4008;E;3;1;2107;Axial;5,928;4,277;6,207;4,875;6,356;4,818;5,996;4,706;5,744;4,459;5,777;4,196;27,58;4761;1350;9;VT03189;0,259;0,7;D;45,11;66,78;5,3;230V-1~-2.45kW;;;gacc3;1672;430;455;1380;332;35,2;16;22;n/a;Inclusive;Inclusive;453;No;Yes;Yes;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00008.1;1;100;1580;1;200;1560;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC RX 031.1/21N/FHC4A.TNNN;GACC RX;031.1/21N/FHC4A.TNNN;n/a;finoox;247-1BEE.1TZ.3UZ.S5NU-R23.01.0000.000;GACC RX 031.1F/24-AN1_.E_PC;2822;A;2;1;2107;Axial;5,016;3,726;5,122;4,122;5,301;4,123;4,962;3,975;4,75;3,763;4,863;3,674;27,58;2796;1350;8;VT03189;0,173;0,7;C;43,54;65,02;5,4;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28;16;22;n/a;Inclusive;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;F;Powder coated;4;12;6;yes;piece;1
GACC RX 031.1/21N/FHC4E.UNNN;GACC RX;031.1/21N/FHC4E.UNNN;n/a;finoox;247-1BEF.1TZ.3UZ.S5NU-R23.00.0800.000;GACC RX 031.1F/24-EN1_.E_PC;2879;E;2;1;2107;Axial;5,016;3,726;5,122;4,122;5,301;4,123;4,962;3,975;4,75;3,763;4,863;3,674;27,58;2796;1350;8;VT03189;0,173;0,7;C;43,54;65,02;5,4;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,1;16;22;n/a;Inclusive;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;F;Powder coated;4;12;6;yes;piece;1
GACC RX 031.1/11N/DHC7A.UANN;GACC RX;031.1/11N/DHC7A.UANN;n/a;finoox;247-1BAL.1TZ.3UU.RVN2-R23.00.0000.100;GACC RX 031.1D/17-AN1_.E_PC;1451;A;1;1;2107;Axial;1,54;1,051;1,674;1,271;1,682;1,234;1,614;1,227;1,561;1,169;1,511;1,037;5,49;1776;1350;9;VT03189;0,087;0,7;D;40,72;62,01;1,9;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,2;12;12;n/a;Inclusive;143;Inclusive;Yes;No;No;315;EC motor;5060;1;;;157;;;;;;;;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC RX 031.1/11N/DHC7E.TANN;GACC RX;031.1/11N/DHC7E.TANN;n/a;finoox;247-1BAM.1TZ.3UU.RVN2-R23.01.0800.100;GACC RX 031.1D/17-EN1_.E_PC;1796;E;1;1;2107;Axial;1,54;1,051;1,674;1,271;1,682;1,234;1,614;1,227;1,561;1,169;1,511;1,037;5,49;1776;1350;9;VT03189;0,087;0,7;D;40,72;62,01;1,9;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;14,9;12;12;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC RX 031.1/31N/HHC7E.UNNN;GACC RX;031.1/31N/HHC7E.UNNN;n/a;finoox;247-1BHR.1TZ.3V5.RZUW-R23.00.0800.000;GACC RX 031.1H/37-EN1_.E_PC;3904;E;3;1;2107;Axial;8,118;6,138;8,133;6,648;8,41;6,505;7,874;6,398;7,563;6,091;7,885;6,143;32,95;4528;1350;8;VT03189;0,259;0,7;B;45,11;66,78;10,7;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;48,1;16;35;n/a;Inclusive;284;453;No;Yes;No;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00027.1;2;100;1580;1;200;1560;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC RX 031.1/11N/FHC7A.TANN;GACC RX;031.1/11N/FHC7A.TANN;n/a;finoox;247-1BBA.1TZ.3UQ.S5NM-R23.01.0000.100;GACC RX 031.1F/17-AN1_.E_PC;1779;A;1;1;2107;Axial;2,241;1,653;2,277;1,834;2,348;1,803;2,197;1,762;2,114;1,675;2,181;1,661;8,24;1632;1350;8;VT03189;0,087;0,7;C;40,72;62,01;2,8;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;16,5;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;F;Powder coated;7;24;6;yes;piece;1
GACC RX 031.1/11N/FHC7E.TANN;GACC RX;031.1/11N/FHC7E.TANN;n/a;finoox;247-1BBB.1TZ.3UQ.S5NM-R23.01.0800.100;GACC RX 031.1F/17-EN1_.E_PC;2019;E;1;1;2107;Axial;2,241;1,653;2,277;1,834;2,348;1,803;2,197;1,762;2,114;1,675;2,181;1,661;8,24;1632;1350;8;VT03189;0,087;0,7;C;40,72;62,01;2,8;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;17,6;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;F;Powder coated;7;24;6;yes;piece;1
GACC RX 031.1/21N/FHC7A.TANN;GACC RX;031.1/21N/FHC7A.TANN;n/a;finoox;247-1BEG.1TZ.3UY.S5NQ-R23.01.0000.100;GACC RX 031.1F/27-AN1_.E_PC;2622;A;2;1;2107;Axial;4,313;3,035;4,595;3,58;4,627;3,48;4,429;3,448;4,29;3,292;4,24;3,023;16,48;3264;1350;9;VT03189;0,173;0,7;C;43,54;65,02;5,3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;27,4;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;F;Powder coated;7;16;6;yes;piece;1
GACC RX 040.1/2XN/DJE4E.TNNN;GACC RX;040.1/2XN/DJE4E.TNNN;n/a;finoox;247-1BF9.1H1.3V9.S5NX-R23.01.0800.000;GACC RX 040.1D/24-ENX_.E_Epoxy;3686;E;2;1;1735;Axial;8,687;6,182;9,19;7,158;9,354;7,03;8,863;6,903;8,517;6,553;8,499;6,053;32,72;6986;1450;15;VT0605;0,547;1,1;E;54,23;76,05;6,7;400V-3~N-3.7kW;;;gacc2;1686;560;565;1360;406;47,4;16;28;Inclusive;n/a;Inclusive;344;No;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00010.1;2;100;1580;1;200;1560;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 040.1/2XN/FJE4E.TANN;GACC RX;040.1/2XN/FJE4E.TANN;n/a;finoox;247-1BFR.1H1.3VE.SJ5Z-R23.01.0800.100;GACC RX 040.1F/24-ENX_.E_Epoxy;4531;E;2;1;1735;Axial;12,005;9,091;11,896;9,693;12,476;9,762;11,555;9,372;11;8,834;11,539;9,127;49,07;6406;1450;13;VT0605;0,56;1,1;D;54,23;76,05;10,1;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;56,6;22;35;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;F;Epoxy coated aluminum;4;6;6;yes;piece;1
GACC RX 040.1/3XN/FJE4E.UNNN;GACC RX;040.1/3XN/FJE4E.UNNN;n/a;finoox;247-1BJ7.1H1.3VE.SJ60-R23.00.0800.000;GACC RX 040.1F/34-ENX_.E_Epoxy;5219;E;3;1;1735;Axial;16,989;12,154;18,011;14,127;18,261;13,794;17,419;13,633;16,766;12,947;16,662;11,96;73,61;9610;1450;14;VT0605;0,84;1,1;D;55,73;77,81;14,6;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;78,4;22;35;Inclusive;n/a;279;516;No;Yes;No;400;AC motor;60;X;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;F;Epoxy coated aluminum;4;6;6;yes;piece;1
GACC RX 040.1/2XN/HJE4A.UNNN;GACC RX;040.1/2XN/HJE4A.UNNN;n/a;finoox;247-1BGE.1H1.3VS.SJ61-R23.00.0000.000;GACC RX 040.1H/24-ANX_.E_Epoxy;3893;A;2;1;1735;Axial;13,134;10;13,478;10,956;13,832;10,944;13,065;10,557;12,528;10,019;12,896;9,913;65,43;5886;1450;12;VT0605;0,567;1,1;D;54,23;76,05;13,2;;400V-3~N-6.2kW;BG351035-00012;gacc2;1686;560;565;1360;406;60,1;22;35;Inclusive;n/a;201;344;No;No;No;400;AC motor;60;X;;;321;;;;;;;;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC RX 040.1/2XN/HJE4E.TANN;GACC RX;040.1/2XN/HJE4E.TANN;n/a;finoox;247-1BGF.1H1.3VS.SJ61-R23.01.0800.100;GACC RX 040.1H/24-ENX_.E_Epoxy;4877;E;2;1;1735;Axial;13,134;10;13,478;10,956;13,832;10,944;13,065;10,557;12,528;10,019;12,896;9,913;65,43;5886;1450;12;VT0605;0,567;1,1;D;54,23;76,05;13,2;400V-3~N-6.2kW;;;gacc2;1686;560;565;1360;406;65;22;35;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00012.1;4;100;1580;1;200;1560;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC RX 040.1/1XN/HJE7A.TNNN;GACC RX;040.1/1XN/HJE7A.TNNN;n/a;finoox;247-1BCQ.1H1.3VM.RZTF-R23.01.0000.000;GACC RX 040.1H/17-ANX_.E_Epoxy;2380;A;1;1;1735;Axial;5,763;4,321;5,854;4,743;5,992;4,627;5,658;4,548;5,45;4,34;5,627;4,327;19,58;3369;1450;13;VT0605;0,277;1,1;C;51,5;73,04;6,9;;230V-1~-2.86kW;BG351035-00005;gacc1;1006;560;565;680;406;33,8;16;28;Inclusive;n/a;Inclusive;172;No;No;Yes;400;AC motor;60;X;;;260;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC RX 040.1/2XN/FJE7E.UNNN;GACC RX;040.1/2XN/FJE7E.UNNN;n/a;finoox;247-1BFT.1H1.3VD.S5NY-R23.00.0800.000;GACC RX 040.1F/27-ENX_.E_Epoxy;3421;E;2;1;1735;Axial;9,14;6,545;9,633;7,57;9,722;7,356;9,31;7,267;9,017;6,958;8,985;6,498;29,37;7088;1450;15;VT0605;0,544;1,1;D;54,23;76,05;9,8;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;55,3;16;28;Inclusive;n/a;201;344;No;Yes;No;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;F;Epoxy coated aluminum;7;10;6;yes;piece;1
GACC RX 040.1/4XN/FJE7A.UANN;GACC RX;040.1/4XN/FJE7A.UANN;n/a;finoox;247-1BK2.1H1.3VF.SJ7P-R23.00.0000.100;GACC RX 040.1F/47-ANX_.E_Epoxy;6073;A;4;1;1735;Axial;18,836;14,074;19,24;15,495;19,673;15,19;18,57;14,84;17,914;14,17;18,459;14,145;58,74;14176;1450;17;VT0605;1,087;1,1;D;56,74;79,06;19,5;;400V-3~N-9.1kW;BG351035-00019;gacc4a;3046;560;565;680;406;94,5;22;42;Inclusive;n/a;380;Inclusive;Yes;No;No;400;AC motor;60;X;;;458;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;4;6;yes;piece;1
GACC RX 040.1/4XN/HJE7E.TNNN;GACC RX;040.1/4XN/HJE7E.TNNN;n/a;finoox;247-1BKF.1H1.3VU.SJ9D-R23.01.0800.000;GACC RX 040.1H/47-ENX_.E_Epoxy;7182;E;4;1;1735;Axial;23,171;17,483;23,472;19,081;24,028;18,617;22,608;18,284;21,852;17,463;22,637;17,564;78,31;13476;1450;16;VT0605;1,106;1,1;C;56,74;79,06;25,7;400V-3~N-11.4kW;;;gacc4a;3046;560;565;680;406;117,8;22;42;Inclusive;n/a;Inclusive;688;No;Yes;Yes;400;AC motor;60;X;H04BB29002300230;H01CB29202200230;;BG351035-00020.1;4;100;2900;1;200;2920;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC RX 040.1/3XN/FJE7E.TNNN;GACC RX;040.1/3XN/FJE7E.TNNN;n/a;finoox;247-1BJ9.1H1.3VE.SJ5H-R23.01.0800.000;GACC RX 040.1F/37-ENX_.E_Epoxy;4842;E;3;1;1735;Axial;13,951;10,11;14,457;11,503;14,674;11,266;13,952;11,03;13,48;10,558;13,701;10,205;44,05;10632;1450;16;VT0605;0,815;1,1;D;55,73;77,81;14,6;400V-3~N-6.5kW;;;gacc3a;2366;560;565;680;406;77,6;22;35;Inclusive;n/a;Inclusive;516;No;Yes;Yes;400;AC motor;60;X;H04BB22301600230;H01CB22401700230;;BG351035-00017.1;3;100;2230;1;200;2240;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC RX 040.1/2XN/FJA7E.TNNN;GACC RX;040.1/2XN/FJA7E.TNNN;n/a;finoox;247-1BFP.1H1.3VD.S5NY-R23.01.0800.000;GACC RX 040.1F/27-ENX_.E;3318;E;2;1;1735;Axial;9,21;6,584;9,728;7,636;9,802;7,41;9,403;7,328;9,11;7,02;9,06;6,539;29,37;7088;1450;15;VT0605;0,544;1,1;D;54,23;76,05;9,8;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;55,3;16;28;n/a;n/a;Inclusive;344;No;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;F;Aluminum;7;10;6;yes;piece;1
GACC RX 040.1/4XN/FJA7A.TNNN;GACC RX;040.1/4XN/FJA7A.TNNN;n/a;finoox;247-1BK0.1H1.3VF.SJ7P-R23.01.0000.000;GACC RX 040.1F/47-ANX_.E;5216;A;4;1;1735;Axial;18,974;14,174;19,439;15,626;19,825;15,314;18,793;14,972;18,11;14,309;18,627;14,245;58,74;14176;1450;17;VT0605;1,087;1,1;D;56,74;79,06;19,5;;400V-3~N-9.1kW;BG351035-00019;gacc4a;3046;560;565;680;406;94,5;22;42;n/a;n/a;Inclusive;688;No;No;Yes;400;AC motor;60;X;;;458;;;;;;;;no;no;F;F;Aluminum;7;4;6;yes;piece;1
GACC RX 040.1/4XN/FJA7E.UNNN;GACC RX;040.1/4XN/FJA7E.UNNN;n/a;finoox;247-1BK1.1H1.3VF.SJ7P-R23.00.0800.000;GACC RX 040.1F/47-ENX_.E;5318;E;4;1;1735;Axial;18,974;14,174;19,439;15,626;19,825;15,314;18,793;14,972;18,11;14,309;18,627;14,245;58,74;14176;1450;17;VT0605;1,087;1,1;D;56,74;79,06;19,5;400V-3~N-9.1kW;;;gacc4a;3046;560;565;680;406;101,5;22;42;n/a;n/a;380;688;No;Yes;No;400;AC motor;60;X;H04BB29002300230;H01CB29202200230;;BG351035-00019.1;3;100;2900;1;200;2920;no;no;F;F;Aluminum;7;4;6;yes;piece;1
GACC RX 040.1/3XN/HJA7A.UNNN;GACC RX;040.1/3XN/HJA7A.UNNN;n/a;finoox;247-1BJN.1H1.3VS.SJ5H-R23.00.0000.000;GACC RX 040.1H/37-ANX_.E;4184;A;3;1;1735;Axial;16,44;11,483;17,808;13,742;17,743;13,235;17,168;13,22;16,679;12,662;16,235;11,346;58,74;10107;1450;15;VT0605;0,83;1,1;C;55,73;77,81;19,2;;400V-3~N-8.1kW;BG351035-00018;gacc3a;2366;560;565;680;406;83,4;22;35;n/a;n/a;279;516;No;No;No;400;AC motor;60;X;;;388;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
