TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC RX 035.1/21M/DEA4A.TNNN;GADC RX;035.1/21M/DEA4A.TNNN;n/a;finoox;203-1AAU.2HG.1HM.RJTT-R23.01.0000.000;GADC RX 035.1-04_2-04-AE21-CL-E32AX-2906_Alu;4179;A;2;1;2906;Axial;6,928;5,063;6,895;5,82;7,907;6,264;7,229;6,168;6,782;5,704;6,76;5,189;35,67;4475;1310;12;VT03192U.1;0,216;0,98;C;44,56;66,4;4,5;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;318;1296;963;60,2;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;L;E;Aluminum;4;4;4;yes;piece;1
GADC RX 035.1/31M/HDA4A.TNPN;GADC RX;035.1/31M/HDA4A.TNPN;n/a;finoox;203-1AC0.2HG.1H3.RJWV-R23.01.0000.010;GADC RX 035.1-08_3-04-AE21-CC-E32AX-2906_Alu;6330;A;3;1;2906;Axial;11,885;8,728;12;9,999;13,125;10,338;12,272;10,249;11,677;9,661;11,536;8,793;85,6;5147;1310;12;VT03192U.1;0,344;0,98;C;45,87;67,93;10,1;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;268;;963;88,6;22;35;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;633;;;;;;;;no;no;C;E;Aluminum;4;4;8;yes;piece;1
GADC RX 035.1/31M/FEA7A.TNNN;GADC RX;035.1/31M/FEA7A.TNNN;n/a;finoox;203-1ACG.2HG.1HS.RJTP-R23.01.0000.000;GADC RX 035.1-06_3-07-AE21-CL-E32AX-2906_Alu;6410;A;3;1;2906;Axial;11,075;8,172;11,311;9,439;12,398;9,721;11,74;9,667;11,212;9,175;10,742;8,244;47,46;6943;1310;15;VT03192U.1;0,321;0,98;B;46,71;68,81;9,7;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;91;22;35;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.1/11M/HEA7A.TNPN;GADC RX;035.1/11M/HEA7A.TNPN;n/a;finoox;203-1A8A.2HG.1HV.RJWB-R23.01.0000.010;GADC RX 035.1-08_1-07-AE21-CL-E32AX-2906_Alu;3518;A;1;1;2906;Axial;4,289;3,295;4,437;3,77;4,793;3,833;4,574;3,817;4,368;3,66;4,278;3,366;21,09;2238;1310;8;VT03192U.1;0,108;0,98;A;41,82;63,39;4,6;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;44,5;16;28;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;611;;;;;;;;no;no;L;E;Aluminum;7;10;8;yes;piece;1
GADC RX 035.1/21M/FEE7E.TNNN;GADC RX;035.1/21M/FEE7E.TNNN;n/a;finoox;203-1AKD.2HG.1HR.RJTU-R23.01.0800.000;GADC RX 035.1-06_2-07-EE21-CL-E32AX-2906_Epoxy;5057;E;2;1;2906;Axial;7,262;5,35;7,415;6,191;8,146;6,387;7,706;6,352;7,352;6,024;7,049;5,429;31,64;4629;1310;12;VT03192U.1;0,214;0,98;B;45,2;67,05;6,5;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;72,5;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GADC RX 035.1/11M/HEE7A.TNPN;GADC RX;035.1/11M/HEE7A.TNPN;n/a;finoox;203-1AHA.2HG.1HV.RJWB-R23.01.0000.010;GADC RX 035.1-08_1-07-AE21-CL-E32AX-2906_Epoxy;3568;A;1;1;2906;Axial;4,228;3,249;4,379;3,716;4,731;3,787;4,509;3,769;4,309;3,611;4,217;3,321;21,09;2238;1310;8;VT03192U.1;0,108;0,98;A;41,82;63,39;4,6;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;44,5;16;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;611;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;10;8;yes;piece;1
GADC RX 035.1/11M/FDC7E.TNPN;GADC RX;035.1/11M/FDC7E.TNPN;n/a;finoox;203-1AQH.2HG.1HK.RJW4-R23.01.0800.010;GADC RX 035.1-06_1-07-EE21-CC-E32AX-2906_PC;4641;E;1;1;2906;Axial;2,9;2,235;3,014;2,554;3,284;2,631;3,13;2,609;2,988;2,501;2,912;2,303;12,65;2079;1310;9;VT03192U.1;0,11;0,98;B;40,86;62,39;2,9;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;40,3;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;8;6;yes;piece;1
GADC RX 035.1/21M/FDC7A.TNNN;GADC RX;035.1/21M/FDC7A.TNNN;n/a;finoox;203-1ASE.2HG.1H8.RJW6-R23.01.0000.000;GADC RX 035.1-06_2-07-AE21-CC-E32AX-2906_PC;5165;A;2;1;2906;Axial;5,873;4,274;6,029;4,977;6,571;5,111;6,15;5,08;5,969;4,827;5,712;4,33;25,31;4159;1310;12;VT03192U.1;0,221;0,98;B;43,6;65,4;5,2;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;57,7;16;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;7;6;6;yes;piece;1
GADC RX 035.1/21M/FDC7E.TNPN;GADC RX;035.1/21M/FDC7E.TNPN;n/a;finoox;203-1ASF.2HG.1H8.RJW6-R23.01.0800.010;GADC RX 035.1-06_2-07-EE21-CC-E32AX-2906_PC;5904;E;2;1;2906;Axial;5,873;4,274;6,029;4,977;6,571;5,111;6,15;5,08;5,969;4,827;5,712;4,33;25,31;4159;1310;12;VT03192U.1;0,221;0,98;B;43,6;65,4;5,2;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;63,3;16;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Powder coated;7;6;6;yes;piece;1
GADC RX 035.1/41L/FDA4A.TNNN;GADC RX;035.1/41L/FDA4A.TNNN;n/a;finoox;203-1AE2.2HH.1H9.RJRV-R23.01.0000.000;GADC RX 035.1-06_4-04-AE31-CC-E32AX-2907_Alu;7028;A;4;1;2907;Axial;11,109;7,755;11,784;9,397;12,63;9,65;12,031;9,577;11,499;9,024;10,824;7,763;85,6;5358;930;11;VT03192U.1;0,192;0,59;A;37,62;59,92;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;103;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/41L/FDA7E.TNPN;GADC RX;035.1/41L/FDA7E.TNPN;n/a;finoox;203-1ADK.2HH.1H9.RJRV-R23.01.0800.010;GADC RX 035.1-06_4-07-EE31-CC-E32AX-2907_Alu;7838;E;4;1;2907;Axial;10,004;7,153;10,479;8,525;11,311;8,712;10,796;8,683;10,347;8,237;9,764;7,195;50,62;5963;930;12;VT03192U.1;0,193;0,59;A;38,46;60,76;9,9;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;110,8;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.1/11L/HEA7A.TNNN;GADC RX;035.1/11L/HEA7A.TNNN;n/a;finoox;203-1A8A.2HH.1H2.RJW5-R23.01.0000.000;GADC RX 035.1-08_1-07-AE31-CL-E32AX-2907_Alu;3313;A;1;1;2907;Axial;3,29;2,514;3,4;2,876;3,639;2,902;3,475;2,892;3,328;2,773;3,279;2,562;21,09;1582;930;6;VT03192U.1;0,049;0,59;A+;34,21;55,78;4,6;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;44,2;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;611;;;;;;;;no;no;L;E;Aluminum;7;12;8;yes;piece;1
GADC RX 035.1/41L/HEE4E.TNPN;GADC RX;035.1/41L/HEE4E.TNPN;n/a;finoox;203-1AP5.2HH.1JK.SJ9U-R23.01.0800.010;GADC RX 035.1-08_4-04-EE31-CL-E32AX-2907_Epoxy;9483;E;4;1;2907;Axial;14,25;10,492;14,627;12,121;15,621;12,223;14,787;12,206;14,176;11,578;13,964;10,527;142,67;5672;930;11;VT03192U.1;0,193;0,59;A;37,84;60,18;16,5;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;143,5;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;4;8;yes;piece;1
GADC RX 035.1/31L/FDE7A.TNPN;GADC RX;035.1/31L/FDE7A.TNPN;n/a;finoox;203-1ALE.2HH.1H9.RJWQ-R23.01.0000.010;GADC RX 035.1-06_3-07-AE31-CC-E32AX-2907_Epoxy;6025;A;3;1;2907;Axial;7,565;5,707;7,761;6,566;8,417;6,737;8,031;6,71;7,658;6,371;7,523;5,816;37,96;4472;930;11;VT03192U.1;0,145;0,59;A;37,46;59,51;7,6;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;79,9;22;28;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GADC RX 035.1/21L/DEC7E.TNPN;GADC RX;035.1/21L/DEC7E.TNPN;n/a;finoox;203-1ATF.2HH.1HL.RJW2-R23.01.0800.010;GADC RX 035.1-04_2-07-EE31-CL-E32AX-2907_PC;5954;E;2;1;2907;Axial;4,092;3,008;4,179;3,483;4,611;3,617;4,349;3,592;4,147;3,397;4,005;3,059;21,09;3351;930;9;VT03192U.1;0,097;0,59;A;38,21;60,05;4,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;64,9;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Powder coated;7;6;4;yes;piece;1
GADC RX 035.1/41L/FEC4A.TNNN;GADC RX;035.1/41L/FEC4A.TNNN;n/a;finoox;203-1AWU.2HH.1HS.RJTP-R23.01.0000.000;GADC RX 035.1-06_4-04-AE31-CL-E32AX-2907_PC;8662;A;4;1;2907;Axial;11,59;8,192;12,116;9,781;12,996;10,015;12,34;9,962;11,823;9,382;11,271;8,209;107;5977;930;11;VT03192U.1;0,194;0,59;A;38,46;60,8;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;118;22;35;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;714;;;;;;;;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.1/41L/DEC4A.TNPN;GADC RX;035.1/41L/DEC4A.TNPN;n/a;finoox;203-1AWS.2HH.1HN.SJ9U-R23.01.0000.010;GADC RX 035.1-04_4-04-AE31-CL-E32AX-2907_PC;8465;A;4;1;2907;Axial;10,002;7,522;10,144;8,635;11,268;8,968;10,528;8,847;9,911;8,429;9,967;7,691;71,34;6287;930;12;VT03192U.1;0,194;0,59;A;39,33;61,67;8,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;107,1;22;42;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;593;;;;;;;;no;no;L;E;Powder coated;4;2;4;yes;piece;1
GADC RX 035.2/1WE/HEA4E.TNPN;GADC RX;035.2/1WE/HEA4E.TNPN;n/a;finoox;203-1A8V.2PY.1H2.RJPP-R23.01.0800.010;GADC RX 035.2-08_1-04-E0W-CL-E32AX-3126_Alu;3948;E;1;1;3126;Axial;2,912;2,267;3,024;2,531;3,135;2,507;3,028;2,501;2,899;2,41;2,899;2,283;35,67;1090;585;4;VT03208;0,048;0,22;A;35,94;57,51;4,5;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;51,4;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Aluminum;4;12;8;yes;piece;1
GADC RX 035.2/1WE/DDA7E.TNPN;GADC RX;035.2/1WE/DDA7E.TNPN;n/a;finoox;203-1A75.2PY.1HB.RJVN-R23.01.0800.010;GADC RX 035.2-04_1-07-E0W-CC-E32AX-3126_Alu;3068;E;1;1;3126;Axial;1,642;1,155;1,727;1,394;1,871;1,429;1,783;1,424;1,706;1,347;1,601;1,162;8,44;1209;585;5;VT03208;0,048;0,22;B;35,98;57,51;1,7;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,3;16;16;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Aluminum;7;16;4;yes;piece;1
GADC RX 035.2/1WE/DDE4E.TNPN;GADC RX;035.2/1WE/DDE4E.TNPN;n/a;finoox;203-1AFM.2PY.1HB.RJVN-R23.01.0800.010;GADC RX 035.2-04_1-04-E0W-CC-E32AX-3126_Epoxy;3102;E;1;1;3126;Axial;1,899;1,289;2,043;1,597;2,2;1,649;2,098;1,632;2;1,536;1,848;1,287;14,27;1103;585;5;VT03208;0,048;0,22;B;35,98;57,51;1,7;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,4;16;16;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GADC RX 035.2/4WE/DEE4E.TNPN;GADC RX;035.2/4WE/DEE4E.TNPN;n/a;finoox;203-1AP1.2PY.1HM.RJPY-R23.01.0800.010;GADC RX 035.2-04_4-04-E0W-CL-E32AX-3126_Epoxy;7093;E;4;1;3126;Axial;9,066;6,337;9,551;7,638;10,3;7,881;9,783;7,79;9,341;7,352;8,824;6,342;71,34;4884;585;9;VT03208;0,191;0,22;A;41,19;63,53;8,4;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;119,2;22;28;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;4;4;yes;piece;1
GADC RX 035.2/3WE/HDC7E.TNPN;GADC RX;035.2/3WE/HDC7E.TNPN;n/a;finoox;203-1AUF.2PY.1H1.RJTV-R23.01.0800.010;GADC RX 035.2-08_3-07-E0W-CC-E32AX-3126_PC;7228;E;3;1;3126;Axial;6,651;4,888;6,924;5,713;7,372;5,74;7,046;5,745;6,784;5,474;6,556;4,909;50,62;3350;585;8;VT03208;0,144;0,22;A;40,22;62,28;10;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;99,1;22;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Powder coated;7;6;8;yes;piece;1
GADC RX 035.2/2WE/DDC4A.TNPN;GADC RX;035.2/2WE/DDC4A.TNPN;n/a;finoox;203-1AS0.2PY.1HC.RJP9-R23.01.0000.010;GADC RX 035.2-04_2-04-A0W-CC-E32AX-3126_PC;4811;A;2;1;3126;Axial;3,458;2,367;3,714;2,913;3,993;3,012;3,813;2,989;3,638;2,807;3,37;2,365;28,53;2206;585;6;VT03208;0,096;0,22;B;38,72;60,52;3,5;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;55,9;16;22;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;500;;;;;;;;no;no;C;E;Powder coated;4;8;4;yes;piece;1
GADC RX 035.2/1WE/HEC4E.TNPN;GADC RX;035.2/1WE/HEC4E.TNPN;n/a;finoox;203-1AR3.2PY.1H2.RJPP-R23.01.0800.010;GADC RX 035.2-08_1-04-E0W-CL-E32AX-3126_PC;4969;E;1;1;3126;Axial;2,591;2,017;2,692;2,253;2,79;2,231;2,695;2,226;2,58;2,145;2,58;2,032;35,67;1090;585;4;VT03208;0,048;0,22;A;35,94;57,51;4,5;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;51,4;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Powder coated;4;12;8;yes;piece;1
GADC RX 035.2/1WE/DEC4A.TNNN;GADC RX;035.2/1WE/DEC4A.TNNN;n/a;finoox;203-1AQY.2PY.1H4.RJW1-R23.01.0000.000;GADC RX 035.2-04_1-04-A0W-CL-E32AX-3126_PC;3759;A;1;1;3126;Axial;2,139;1,593;2,179;1,834;2,382;1,883;2,23;1,866;2,103;1,769;2,127;1,62;17,83;1221;585;5;VT03208;0,048;0,22;B;35,94;57,51;2,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;39,6;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;411;;;;;;;;no;no;L;E;Powder coated;4;10;4;yes;piece;1
GADC RX 035.2/4WE/FDC4A.TNPN;GADC RX;035.2/4WE/FDC4A.TNPN;n/a;finoox;203-1AVY.2PY.1H9.RJWQ-R23.01.0000.010;GADC RX 035.2-06_4-04-A0W-CC-E32AX-3126_PC;7458;A;4;1;3126;Axial;8,466;6,078;8,724;7,135;9,344;7,266;8,846;7,233;8,473;6,834;8,214;6,108;85,6;4109;585;9;VT03208;0,193;0,22;B;41,23;63,53;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;109,3;22;28;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;593;;;;;;;;no;no;C;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.2/4WE/HEC4A.TNNN;GADC RX;035.2/4WE/HEC4A.TNNN;n/a;finoox;203-1AWW.2PY.1JK.SJ9U-R23.01.0000.000;GADC RX 035.2-08_4-04-A0W-CL-E32AX-3126_PC;8187;A;4;1;3126;Axial;10,455;7,979;10,786;9,073;11,293;8,956;10,798;8,956;10,358;8,602;10,408;8,015;142,67;4362;585;8;VT03208;0,192;0,22;A;41,19;63,53;16,5;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;137,4;22;42;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;803;;;;;;;;no;no;L;E;Powder coated;4;4;8;yes;piece;1
GADC RX 035.2/3XE/DDA4A.TNNN;GADC RX;035.2/3XE/DDA4A.TNNN;n/a;finoox;203-1ABW.2Q0.1HE.RJWA-R23.01.0000.000;GADC RX 035.2-04_3-04-A0X-CC-E32AX-3128_Alu;4695;A;3;1;3128;Axial;5,748;4,205;5,792;4,826;6,397;5,015;5,952;4,978;5,648;4,662;5,593;4,253;42,8;2908;515;7;VT03208;0,151;0,23;B;40,22;62,28;5,2;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;77,4;16;28;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;552;;;;;;;;no;no;C;E;Aluminum;4;4;4;yes;piece;1
GADC RX 035.2/3XE/HDA7E.TNPN;GADC RX;035.2/3XE/HDA7E.TNPN;n/a;finoox;203-1ABH.2Q0.1H1.RJTS-R23.01.0800.010;GADC RX 035.2-08_3-07-E0X-CC-E32AX-3128_Alu;6155;E;3;1;3128;Axial;6,537;4,89;6,801;5,651;7,215;5,653;6,89;5,659;6,635;5,408;6,483;4,915;50,62;2954;515;7;VT03208;0,151;0,23;A;40,22;62,28;9,9;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;99,3;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Aluminum;7;6;8;yes;piece;1
GADC RX 035.2/3XE/FDA7E.TNPN;GADC RX;035.2/3XE/FDA7E.TNPN;n/a;finoox;203-1ABF.2Q0.1H9.RJWQ-R23.01.0800.010;GADC RX 035.2-06_3-07-E0X-CC-E32AX-3128_Alu;5788;E;3;1;3128;Axial;5,896;4,581;6,124;5,163;6,528;5,244;6,273;5,212;5,993;5,01;5,884;4,661;37,96;3075;515;7;VT03208;0,15;0,23;A;40,22;62,28;7,6;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;91,1;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.2/1XE/HEE4E.TNNN;GADC RX;035.2/1XE/HEE4E.TNNN;n/a;finoox;203-1AGT.2Q0.1HU.RJW1-R23.01.0800.000;GADC RX 035.2-08_1-04-E0X-CL-E32AX-3128_Epoxy;3800;E;1;1;3128;Axial;2,564;1,892;2,68;2,206;2,793;2,176;2,669;2,181;2,572;2,084;2,542;1,891;35,67;957;515;4;VT03208;0,05;0,23;A;35,94;57,51;4,4;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;51;16;22;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;4;20;8;yes;piece;1
GADC RX 035.2/2XE/FEE7A.TNPN;GADC RX;035.2/2XE/FEE7A.TNPN;n/a;finoox;203-1AKC.2Q0.1HQ.RJW2-R23.01.0000.010;GADC RX 035.2-06_2-07-A0X-CL-E32AX-3128_Epoxy;4328;A;2;1;3128;Axial;4,348;3,133;4,561;3,71;4,846;3,737;4,632;3,741;4,459;3,558;4,274;3,147;31,64;2253;515;6;VT03208;0,1;0,23;A;38,68;60,52;6,4;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;68,2;16;22;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;564;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;10;6;yes;piece;1
GADC RX 035.2/3XE/DEC7E.TNNN;GADC RX;035.2/3XE/DEC7E.TNNN;n/a;finoox;203-1AVD.2Q0.1HM.RJTT-R23.01.0800.000;GADC RX 035.2-04_3-07-E0X-CL-E32AX-3128_PC;6900;E;3;1;3128;Axial;4,959;3,802;5,132;4,336;5,547;4,43;5,287;4,397;5,039;4,214;4,95;3,882;31,64;3489;515;7;VT03208;0,149;0,23;B;40,18;62,28;6,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;92,6;22;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;7;4;4;yes;piece;1
GADC RX 035.2/3XE/DEC4A.TNNN;GADC RX;035.2/3XE/DEC4A.TNNN;n/a;finoox;203-1AUU.2Q0.1HM.RJTT-R23.01.0000.000;GADC RX 035.2-04_3-04-A0X-CL-E32AX-3128_PC;6365;A;3;1;3128;Axial;5,913;4,393;5,984;5,029;6,579;5,168;6,129;5,142;5,827;4,833;5,828;4,442;53,5;3230;515;7;VT03208;0,15;0,23;B;40,18;62,28;6,5;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;86,3;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;552;;;;;;;;no;no;L;E;Powder coated;4;4;4;yes;piece;1
