TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC PX 050.2/2SN/FNA7E.UANN;GACC PX;050.2/2SN/FNA7E.UANN;n/a;finoox;247-1B6F.0CD.3Y5.SJ7G-P13.00.0800.100;GACC PX 050.2F/27-ENS_.E;7120;E;2;1;421;Axial;18,583;14,703;20,146;16,335;60,46;13679;1390;22;VT01162;1,222;1,8;;57,26;79,52;20,7;400V 3Ph+N 50/60Hz / 230V 1Ph+N 50/60Hz - 6,8kW;;;gacc2a;2377;623;755;1000;486;114,4;22;42;n/a;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BC22000517230;H01AC22000537230;;AY7.004828.1;10;100;2200;3;50;2200;no;no;F;F;Aluminum;7;6;6;yes;piece;1
GACC PX 050.2/2SN/HNA7E.TANN;GACC PX;050.2/2SN/HNA7E.TANN;n/a;finoox;247-1B75.0CD.3YB.SJ7B-P13.01.0800.100;GACC PX 050.2H/27-ENS_.E;8421;E;2;1;421;Axial;22,951;17,538;24,522;19,204;80,62;13317;1390;22;VT01162;1,246;1,8;;57,26;79,52;27;2x400V 3Ph+N 50/60Hz - 8,4kW;;;gacc2a;2377;623;755;1000;486;129,7;22;42;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BC22000517230;H01AC22000537230;;AY7.004829.1;13;100;2200;3;50;2200;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 050.2/4SN/HNC7A.TANN;GACC PX;050.2/4SN/HNC7A.TANN;n/a;finoox;247-1B9F.0CD.3YJ.S5P0-P13.01.0000.100;GACC PX 050.2H/47-ANS_.E_PC;12608;A;4;1;421;Axial;43,229;33,09;46,186;36,269;167,15;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;;;;gacc4a;4387;623;755;1000;486;219,9;28;54;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;;;;;;;;;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC PX 050.2/4SN/HNC7A.UANN;GACC PX;050.2/4SN/HNC7A.UANN;n/a;finoox;247-1B9F.0CD.3YJ.S5P0-P13.00.0000.100;GACC PX 050.2H/47-ANS_.E_PC;12109;A;4;1;421;Axial;43,229;33,09;46,186;36,269;167,15;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;;;;gacc4a;4387;623;755;1000;486;219,9;28;54;n/a;Inclusive;499;Inclusive;Yes;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC PX 050.2/4SN/HNC7A.UNNN;GACC PX;050.2/4SN/HNC7A.UNNN;n/a;finoox;247-1B9F.0CD.3YJ.S5P0-P13.00.0000.000;GACC PX 050.2H/47-ANS_.E_PC;11301;A;4;1;421;Axial;43,229;33,09;46,186;36,269;167,15;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;;;;gacc4a;4387;623;755;1000;486;219,9;28;54;n/a;Inclusive;499;808;No;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC PX 050.2/4SN/HNC7E.UNNN;GACC PX;050.2/4SN/HNC7E.UNNN;n/a;finoox;247-1B9H.0CD.3YJ.S5P0-P13.00.0800.000;GACC PX 050.2H/47-ENS_.E_PC;15735;E;4;1;421;Axial;43,229;33,09;46,186;36,269;167,15;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;2x400V 3PH+N 50/60Hz - 15,7kW;;;gacc4a;4387;623;755;1000;486;236,9;28;54;n/a;Inclusive;499;808;No;Yes;No;500;AC motor;50;S;H07EC42500970230;H08FD42601032230;;AY7.004835.1;13;150;4250;3;150;4260;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC PX 050.2/2SN/JNC7A.UNNN;GACC PX;050.2/2SN/JNC7A.UNNN;n/a;finoox;247-1B81.0CD.3YG.SJAE-P13.00.0000.000;GACC PX 050.2J/27-ANS_.E_PC;6326;A;2;1;421;Axial;24,398;19,646;26,561;22,03;104,47;12960;1390;21;VT01162;1,266;1,8;;57,26;79,52;33,9;;;;gacc2a;2377;623;755;1000;486;134,7;22;54;n/a;Inclusive;231;404;No;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;J;F;Powder coated;7;6;10;yes;piece;1
GACC PX 050.2/2SN/FNC7A.UANN;GACC PX;050.2/2SN/FNC7A.UANN;n/a;finoox;247-1B6M.0CD.3Y5.SJ7G-P13.00.0000.100;GACC PX 050.2F/27-ANS_.E_PC;5512;A;2;1;421;Axial;17,468;13,813;18,947;15,339;62,68;13679;1390;22;VT01162;1,222;1,8;;57,26;79,52;20,7;;;;gacc2a;2377;623;755;1000;486;104;22;42;n/a;Inclusive;231;Inclusive;Yes;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;F;F;Powder coated;7;6;6;yes;piece;1
GACC PX 050.2/2SN/HNC7E.UANN;GACC PX;050.2/2SN/HNC7E.UANN;n/a;finoox;247-1B7D.0CD.3YB.SJ7B-P13.00.0800.100;GACC PX 050.2H/27-ENS_.E_PC;9051;E;2;1;421;Axial;21,569;16,472;23,047;18,057;83,58;13317;1390;22;VT01162;1,246;1,8;;57,26;79,52;27;2x400V 3Ph+N 50/60Hz - 8,4kW;;;gacc2a;2377;623;755;1000;486;129,7;22;42;n/a;Inclusive;231;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BC22000517230;H01AC22000537230;;AY7.004829.1;13;100;2200;3;50;2200;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 031.1/21N/DHE4E.TANN;GACC PX;031.1/21N/DHE4E.TANN;n/a;finoox;247-1BDM.1TZ.3XC.S5NU-P13.01.0800.100;GACC PX 031.1D/24-EN1_.E_Epoxy;3502;E;2;1;2107;Axial;4,243;3,44;4,791;3,993;17,71;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,7;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/21N/DHE4E.TNNN;GACC PX;031.1/21N/DHE4E.TNNN;n/a;finoox;247-1BDM.1TZ.3XC.S5NU-P13.01.0800.000;GACC PX 031.1D/24-EN1_.E_Epoxy;3200;E;2;1;2107;Axial;4,243;3,44;4,791;3,993;17,71;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,7;16;22;Inclusive;n/a;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/31N/HHE7E.UANN;GACC PX;031.1/31N/HHE7E.UANN;n/a;finoox;247-1BHP.1TZ.3XM.RZUW-P13.00.0800.100;GACC PX 031.1H/37-EN1_.E_Epoxy;5224;E;3;1;2107;Axial;8,18;6,652;9,008;7,496;31,79;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;400V 3Ph+N 50/60Hz - 3,7kW;;;gacc3;1672;430;455;1380;332;49,1;16;35;Inclusive;n/a;284;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004824.1;8;100;1580;2;50;1560;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 031.1/21N/FHE7A.TANN;GACC PX;031.1/21N/FHE7A.TANN;n/a;finoox;247-1BEC.1TZ.3XJ.S5NQ-P13.01.0000.100;GACC PX 031.1F/27-AN1_.E_Epoxy;2523;A;2;1;2107;Axial;4,641;3,576;4,987;3,934;15,89;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;;;;gacc2;1212;430;455;920;332;27,4;16;18;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;16;6;yes;piece;1
GACC PX 031.1/21N/FHE7A.UNNN;GACC PX;031.1/21N/FHE7A.UNNN;n/a;finoox;247-1BEC.1TZ.3XJ.S5NQ-P13.00.0000.000;GACC PX 031.1F/27-AN1_.E_Epoxy;2017;A;2;1;2107;Axial;4,641;3,576;4,987;3,934;15,89;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;;;;gacc2;1212;430;455;920;332;27,4;16;18;Inclusive;n/a;204;302;No;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;16;6;yes;piece;1
GACC PX 031.1/11N/HHE7E.TNNN;GACC PX;031.1/11N/HHE7E.TNNN;n/a;finoox;247-1BBP.1TZ.3XP.S5NM-P13.01.0800.000;GACC PX 031.1H/17-EN1_.E_Epoxy;2737;E;1;1;2107;Axial;2,737;2,126;2,951;2,357;10,6;1509;1350;8;VT03189;0,086;0,7;;40,72;62,01;3,7;230V 1Ph+N 50/60Hz - 1,5kW;;;gacc1;752;430;455;460;332;20;16;18;Inclusive;n/a;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BC06600147230;H01AB06400162230;;AY7.004712.1;8;100;660;2;50;640;no;no;H;F;Epoxy coated aluminum;7;32;8;yes;piece;1
GACC PX 031.1/31N/HHA7E.TNNN;GACC PX;031.1/31N/HHA7E.TNNN;n/a;finoox;247-1BHM.1TZ.3XM.RZUW-P13.01.0800.000;GACC PX 031.1H/37-EN1_.E;4737;E;3;1;2107;Axial;8,263;6,714;9,084;7,558;31,79;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;400V 3Ph+N 50/60Hz - 3,7kW;;;gacc3;1672;430;455;1380;332;49,1;16;35;n/a;n/a;Inclusive;453;No;Yes;Yes;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004824.1;8;100;1580;2;50;1560;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 031.1/11N/FHA7A.TANN;GACC PX;031.1/11N/FHA7A.TANN;n/a;finoox;247-1BB2.1TZ.3XK.S5NM-P13.01.0000.100;GACC PX 031.1F/17-AN1_.E;1569;A;1;1;2107;Axial;2,25;1,843;2,531;2,066;7,95;1632;1350;8;VT03189;0,087;0,7;;40,72;62,01;2,8;;;;gacc1;752;430;455;460;332;16,5;16;18;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Aluminum;7;24;6;yes;piece;1
GACC PX 031.1/21N/FHA7E.UANN;GACC PX;031.1/21N/FHA7E.UANN;n/a;finoox;247-1BE9.1TZ.3XJ.S5NQ-P13.00.0800.100;GACC PX 031.1F/27-EN1_.E;3080;E;2;1;2107;Axial;4,692;3,605;5,034;3,961;15,89;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;230V 1Ph+N 50/60Hz - 2,1kW;;;gacc2;1212;430;455;920;332;30;16;18;n/a;n/a;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004716.1;6;100;1120;2;50;1100;no;no;F;F;Aluminum;7;16;6;yes;piece;1
GACC PX 031.1/31N/FHA7E.TANN;GACC PX;031.1/31N/FHA7E.TANN;n/a;finoox;247-1BH9.1TZ.3XH.S5NR-P13.01.0800.100;GACC PX 031.1F/37-EN1_.E;4662;E;3;1;2107;Axial;7,044;5,287;7,519;5,801;23,84;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;230V 1Ph+N 50/60Hz - 3,0kW;;;gacc3;1672;430;455;1380;332;42,3;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004719.1;6;100;1580;2;50;1560;no;no;F;F;Aluminum;7;12;6;yes;piece;1
GACC PX 031.1/21N/DHA4A.TANN;GACC PX;031.1/21N/DHA4A.TANN;n/a;finoox;247-1BDG.1TZ.3XC.S5NU-P13.01.0000.100;GACC PX 031.1D/24-AN1_.E;2456;A;2;1;2107;Axial;4,327;3,504;4,877;4,059;17,71;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;;;;gacc2;1212;430;455;920;332;24;16;22;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Aluminum;4;8;4;yes;piece;1
GACC PX 031.1/21N/DHC4A.UNNN;GACC PX;031.1/21N/DHC4A.UNNN;n/a;finoox;247-1BDQ.1TZ.3XC.S5NU-P13.00.0000.000;GACC PX 031.1D/24-AN1_.E_PC;2420;A;2;1;2107;Axial;3,85;3,12;4,352;3,625;18,38;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;;;;gacc2;1212;430;455;920;332;24;16;22;n/a;Inclusive;204;302;No;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC PX 031.1/21N/DHC4E.UNNN;GACC PX;031.1/21N/DHC4E.UNNN;n/a;finoox;247-1BDR.1TZ.3XC.S5NU-P13.00.0800.000;GACC PX 031.1D/24-EN1_.E_PC;3153;E;2;1;2107;Axial;3,85;3,12;4,352;3,625;18,38;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,7;16;22;n/a;Inclusive;204;302;No;Yes;No;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC PX 031.1/11N/DHC7A.TNNN;GACC PX;031.1/11N/DHC7A.TNNN;n/a;finoox;247-1BAL.1TZ.3XE.RVN2-P13.01.0000.000;GACC PX 031.1D/17-AN1_.E_PC;1443;A;1;1;2107;Axial;1,595;1,194;1,713;1,312;5,49;1776;1350;9;VT03189;0,087;0,7;;40,72;62,01;1,9;;;;gacc1;752;430;455;460;332;14,2;12;12;n/a;Inclusive;Inclusive;151;No;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC PX 031.1/11N/DHC7E.TNNN;GACC PX;031.1/11N/DHC7E.TNNN;n/a;finoox;247-1BAM.1TZ.3XE.RVN2-P13.01.0800.000;GACC PX 031.1D/17-EN1_.E_PC;2112;E;1;1;2107;Axial;1,595;1,194;1,713;1,312;5,49;1776;1350;9;VT03189;0,087;0,7;;40,72;62,01;1,9;230V 1Ph+N 50/60Hz - 0,9kW;;;gacc1;752;430;455;460;332;15,1;12;12;n/a;Inclusive;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BC06600147230;H01AB06400162230;;AY7.004699.1;4;100;660;2;50;640;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC PX 031.1/31N/HHC7A.UNNN;GACC PX;031.1/31N/HHC7A.UNNN;n/a;finoox;247-1BHQ.1TZ.3XM.RZUW-P13.00.0000.000;GACC PX 031.1H/37-AN1_.E_PC;3618;A;3;1;2107;Axial;7,579;6,282;8,496;7,083;32,95;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;;;;gacc3;1672;430;455;1380;332;45,1;16;35;n/a;Inclusive;284;453;No;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 031.1/31N/HHC7E.UNNN;GACC PX;031.1/31N/HHC7E.UNNN;n/a;finoox;247-1BHR.1TZ.3XM.RZUW-P13.00.0800.000;GACC PX 031.1H/37-EN1_.E_PC;4926;E;3;1;2107;Axial;7,579;6,282;8,496;7,083;32,95;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;400V 3Ph+N 50/60Hz - 3,7kW;;;gacc3;1672;430;455;1380;332;49,1;16;35;n/a;Inclusive;284;453;No;Yes;No;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004824.1;8;100;1580;2;50;1560;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 031.1/21N/DHC7A.TANN;GACC PX;031.1/21N/DHC7A.TANN;n/a;finoox;247-1BDS.1TZ.3XD.S5NL-P13.01.0000.100;GACC PX 031.1D/27-AN1_.E_PC;2540;A;2;1;2107;Axial;3,219;2,434;3,456;2,671;10,98;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;;;;gacc2;1212;430;455;920;332;23,5;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Powder coated;7;16;4;yes;piece;1
GACC PX 031.1/21N/DHC7E.UANN;GACC PX;031.1/21N/DHC7E.UANN;n/a;finoox;247-1BDT.1TZ.3XD.S5NL-P13.00.0800.100;GACC PX 031.1D/27-EN1_.E_PC;3068;E;2;1;2107;Axial;3,219;2,434;3,456;2,671;10,98;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,2;16;18;n/a;Inclusive;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Powder coated;7;16;4;yes;piece;1
GACC PX 031.1/21N/FHC7E.TANN;GACC PX;031.1/21N/FHC7E.TANN;n/a;finoox;247-1BEH.1TZ.3XJ.S5NQ-P13.01.0800.100;GACC PX 031.1F/27-EN1_.E_PC;3588;E;2;1;2107;Axial;4,407;3,382;4,725;3,722;16,48;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;230V 1Ph+N 50/60Hz - 2,1kW;;;gacc2;1212;430;455;920;332;30;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004716.1;6;100;1120;2;50;1100;no;no;F;F;Powder coated;7;16;6;yes;piece;1
GACC PX 040.1/1XN/FJE7E.TNNN;GACC PX;040.1/1XN/FJE7E.TNNN;n/a;finoox;247-1BCD.1H1.3XU.S5NK-P13.01.0800.000;GACC PX 040.1F/17-ENX_.E_Epoxy;3277;E;1;1;1735;Axial;4,533;3,692;4,99;4,154;14,68;3544;1450;14;VT0605;0,272;1,1;;51,5;73,04;5,3;400V 3Ph+N 50/60Hz - 2,1kW;;;gacc1;1006;560;565;680;406;32,7;16;28;Inclusive;n/a;Inclusive;172;No;Yes;Yes;400;AC motor;60;X;H04BC08800200230;H01AB08800220230;;AY7.004713.1;7;100;880;3;50;880;no;no;F;F;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC PX 040.1/1XN/HJE7A.TNNN;GACC PX;040.1/1XN/HJE7A.TNNN;n/a;finoox;247-1BCQ.1H1.3Y1.RZTF-P13.01.0000.000;GACC PX 040.1H/17-ANX_.E_Epoxy;2380;A;1;1;1735;Axial;5,428;4,468;6,082;5,004;19,58;3369;1450;13;VT0605;0,277;1,1;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;Inclusive;n/a;Inclusive;172;No;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC PX 040.1/4XN/FJE7E.TANN;GACC PX;040.1/4XN/FJE7E.TANN;n/a;finoox;247-1BK3.1H1.3XR.SJ7P-P13.01.0800.100;GACC PX 040.1F/47-ENX_.E_Epoxy;8983;E;4;1;1735;Axial;17,759;14,616;19,951;16,32;58,74;14176;1450;17;VT0605;1,087;1,1;;56,74;79,06;19,5;400V 3Ph+N 50/60Hz - 7,0kW;;;gacc4a;3046;560;565;680;406;102,8;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BC29200690230;H01AB29200709230;;AY7.004833.1;7;100;2920;3;50;2920;no;no;F;F;Epoxy coated aluminum;7;4;6;yes;piece;1
GACC PX 040.1/2XN/HJE7A.TANN;GACC PX;040.1/2XN/HJE7A.TANN;n/a;finoox;247-1BGG.1H1.3XZ.SJ5R-P13.01.0000.100;GACC PX 040.1H/27-ANX_.E_Epoxy;3809;A;2;1;1735;Axial;11,153;8,979;12,188;10,049;39,16;6738;1450;14;VT0605;0,553;1,1;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;59,3;22;35;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 040.1/3XN/HJE7E.TANN;GACC PX;040.1/3XN/HJE7E.TANN;n/a;finoox;247-1BJR.1H1.3XZ.SJ5H-P13.01.0800.100;GACC PX 040.1H/37-ENX_.E_Epoxy;7689;E;3;1;1735;Axial;16,89;12,83;18,045;14,065;58,74;10107;1450;15;VT0605;0,83;1,1;;55,73;77,81;19,2;1x400V 3Ph+N 50/60Hz / 1x230V 1Ph+N 50/60Hz - 6,3kW;;;gacc3a;2366;560;565;680;406;90,8;22;35;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BC22400526230;H01AB22400546230;;AY7.004832.1;9;100;2240;3;50;2240;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 040.1/3XN/HJE7E.UNNN;GACC PX;040.1/3XN/HJE7E.UNNN;n/a;finoox;247-1BJR.1H1.3XZ.SJ5H-P13.00.0800.000;GACC PX 040.1H/37-ENX_.E_Epoxy;6894;E;3;1;1735;Axial;16,89;12,83;18,045;14,065;58,74;10107;1450;15;VT0605;0,83;1,1;;55,73;77,81;19,2;1x400V 3Ph+N 50/60Hz / 1x230V 1Ph+N 50/60Hz - 6,3kW;;;gacc3a;2366;560;565;680;406;90,8;22;35;Inclusive;n/a;279;516;No;Yes;No;400;AC motor;60;X;H04BC22400526230;H01AB22400546230;;AY7.004832.1;9;100;2240;3;50;2240;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 040.1/3XN/FJA7E.TNNN;GACC PX;040.1/3XN/FJA7E.TNNN;n/a;finoox;247-1BJ5.1H1.3XS.SJ5H-P13.01.0800.000;GACC PX 040.1F/37-ENX_.E;5898;E;3;1;1735;Axial;13,956;10,956;15,061;12,122;44,05;10632;1450;16;VT0605;0,815;1,1;;55,73;77,81;14,6;400V 3Ph+N 50/60Hz - 5,3kW;;;gacc3a;2366;560;565;680;406;78,6;22;35;n/a;n/a;Inclusive;516;No;Yes;Yes;400;AC motor;60;X;H04BC22400526230;H01AB22400546230;;AY7.004831.1;7;100;2240;3;50;2240;no;no;F;F;Aluminum;7;6;6;yes;piece;1
GACC PX 040.1/2XN/HJA7A.TNNN;GACC PX;040.1/2XN/HJA7A.TNNN;n/a;finoox;247-1BGC.1H1.3XZ.SJ5R-P13.01.0000.000;GACC PX 040.1H/27-ANX_.E;3119;A;2;1;1735;Axial;10,982;9,055;12,282;10,116;39,16;6738;1450;14;VT0605;0,553;1,1;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;59,3;22;35;n/a;n/a;Inclusive;344;No;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/3XN/HJA7A.TANN;GACC PX;040.1/3XN/HJA7A.TANN;n/a;finoox;247-1BJN.1H1.3XZ.SJ5H-P13.01.0000.100;GACC PX 040.1H/37-ANX_.E;4979;A;3;1;1735;Axial;16,99;12,907;18,175;14,141;58,74;10107;1450;15;VT0605;0,83;1,1;;55,73;77,81;19,2;;;;gacc3a;2366;560;565;680;406;83,4;22;35;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/2XN/HJA4A.UNNN;GACC PX;040.1/2XN/HJA4A.UNNN;n/a;finoox;247-1BGA.1H1.3XZ.SJ61-P13.00.0000.000;GACC PX 040.1H/24-ANX_.E;3269;A;2;1;1735;Axial;13,072;10,525;14,344;11,819;65,43;5886;1450;12;VT0605;0,567;1,1;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;60,1;22;35;n/a;n/a;201;344;No;No;No;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Aluminum;4;8;8;yes;piece;1
GACC PX 040.1/2XN/FJC7A.UANN;GACC PX;040.1/2XN/FJC7A.UANN;n/a;finoox;247-1BFW.1H1.3XT.S5NY-P13.00.0000.100;GACC PX 040.1F/27-ANX_.E_PC;3534;A;2;1;1735;Axial;8,775;6,774;9,423;7,42;30,45;7088;1450;15;VT0605;0,544;1,1;;54,23;76,05;9,8;;;;gacc2;1686;560;565;1360;406;51,3;16;28;n/a;Inclusive;201;Inclusive;Yes;No;No;400;AC motor;60;X;;;;;;;;;;;no;no;F;F;Powder coated;7;10;6;yes;piece;1
GACC PX 040.1/1XN/HJC7E.TNNN;GACC PX;040.1/1XN/HJC7E.TNNN;n/a;finoox;247-1BCT.1H1.3Y1.RZTF-P13.01.0800.000;GACC PX 040.1H/17-ENX_.E_PC;3757;E;1;1;1735;Axial;5,273;4,232;5,765;4,737;20,3;3369;1450;13;VT0605;0,277;1,1;;51,5;73,04;6,9;2x230V 1PH+N 50/60Hz - 2,5kW;;;gacc1;1006;560;565;680;406;37,1;16;28;n/a;Inclusive;Inclusive;172;No;Yes;Yes;400;AC motor;60;X;H04BC08800200230;H01AB08800220230;;AY7.004714.1;9;100;880;3;50;880;no;no;H;F;Powder coated;7;16;8;yes;piece;1
