TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC RX 031.1/11M/FFC7E.;GASC RX;031.1/11M/FFC7E.;n/a;finoox;251-1B1X.24H.3UK.S5QW-R23.;GASC RX 031.1D/17-EL1_.E_PC;1590;E;1;1;2465;Axial;2,023;1,496;2,077;1,739;2,285;1,79;2,155;1,784;2,054;1,69;1,996;1,522;9,49;1243;1000;8;VT03190;0,036;0,3;A;33,9;55,24;2;;;;GASC1;964;580;337;680;552;18;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 030.1/31N/DFA4E.;GASC RX;030.1/31N/DFA4E.;n/a;finoox;251-1J0C.345.3U9.S5QZ-R23.;GASC RX 030.1C/34-EN1_.E;3231;E;3;1;3609;Axial;6,914;4,738;7,386;5,815;8,224;6,169;7,79;6,103;7,38;5,705;6,705;4,756;32,1;4973;1760;19;VT06103;0,301;0,76;D;47,93;69,81;3,8;;;;GASC3;2324;580;337;2040;552;39,2;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;4;4;4;yes;piece;1
GASC RX 030.1/41N/FFA7E.;GASC RX;030.1/41N/FFA7E.;n/a;finoox;251-1J2U.345.3UB.SJ5F-R23.;GASC RX 030.1D/47-EN1_.E;4435;E;4;1;3609;Axial;9,925;6,764;10,937;8,462;11,527;8,481;11,118;8,493;10,702;8,058;9,767;6,757;37,96;6834;1760;23;VT06103;0,393;0,76;C;48,93;71,06;7,4;;;;GASC4;3004;580;337;1360;552;59,8;22;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 030.1/21N/FFE7A.;GASC RX;030.1/21N/FFE7A.;n/a;finoox;251-1HZT.345.3UA.S5QZ-R23.;GASC RX 030.1D/27-AN1_.E_Epoxy;2476;A;2;1;3609;Axial;5,199;3,765;5,361;4,401;5,835;4,521;5,463;4,492;5,308;4,267;5,056;3,812;18,98;3417;1760;16;VT06103;0,196;0,76;C;46,43;68,05;3,8;;;;GASC2;1644;580;337;1360;552;28,8;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;6;6;yes;piece;1
GASC RX 030.1/11N/FFC7A.;GASC RX;030.1/11N/FFC7A.;n/a;finoox;251-1HXB.345.3UK.S5QW-R23.;GASC RX 030.1D/17-AN1_.E_PC;1457;A;1;1;3609;Axial;2,436;1,749;2,528;2,062;2,74;2,111;2,609;2,099;2,498;1,994;2,37;1,768;9,49;1708;1760;12;VT06103;0,098;0,76;C;43,7;65,04;2;;;;GASC1;964;580;337;680;552;16,2;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 030.1/31N/FFC4E.;GASC RX;030.1/31N/FFC4E.;n/a;finoox;251-1J1S.345.3UB.S5QU-R23.;GASC RX 030.1D/34-EN1_.E_PC;3955;E;3;1;3609;Axial;7,891;5,651;8,259;6,69;9,158;7,106;8,608;6,979;8,165;6,529;7,691;5,687;48,15;4692;1760;18;VT06103;0,316;0,76;D;47,93;69,81;5,6;;;;GASC3;2324;580;337;2040;552;46;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;4;6;yes;piece;1
GASC RX 020.1/31N/DDE4A.TNNN;GASC RX;020.1/31N/DDE4A.TNNN;n/a;finoox;251-1CM2.0YE.3UF.00NN-R23.01.0000.000;GASC RX 020.1A/34-AN1_.E_Epoxy;1649;A;3;1;1102;Axial;1,531;0,839;2,042;1,254;2,083;1,231;2,046;1,258;1,9;1,16;1,477;0,82;12,59;1536;2000;10;VT03033U;0,105;0,26;D;48,91;70,38;1,4;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 020.1/31N/DDC7E.;GASC RX;020.1/31N/DDC7E.;n/a;finoox;251-1CMM.0YE.3UF.00NN-R23.;GASC RX 020.1A/37-EN1_.E_PC;2128;E;3;1;1102;Axial;1,333;0,755;1,716;1,098;1,746;1,071;1,709;1,091;1,605;1,015;1,292;0,739;7,44;1684;2000;11;VT03033U;0,108;0,26;D;48,4;69,87;1,4;;;;GASC3;1484;580;234;1200;552;20,8;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 030.1/11M/DFA4A.;GASC RX;030.1/11M/DFA4A.;n/a;finoox;251-1HVK.0YG.3UC.S5QV-R23.;GASC RX 030.1C/14-AL1_.E;1107;A;1;1;1104;Axial;1,827;1,296;1,882;1,529;2,071;1,623;1,957;1,594;1,853;1,489;1,763;1,305;10,7;1028;1250;7;VT03034U;0,029;0,27;A;43,05;64,39;1,3;;;;GASC1;964;580;337;680;552;12,5;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC RX 030.1/11M/DDE4E.;GASC RX;030.1/11M/DDE4E.;n/a;finoox;251-1HUQ.0YG.3UF.00NN-R23.;GASC RX 030.1A/14-EL1_.E_Epoxy;1284;E;1;1;1104;Axial;1,199;0,776;1,36;1,011;1,456;1,037;1,403;1,039;1,33;0,97;1,169;0,771;7,13;818;1250;7;VT03034U;0,034;0,27;B;42,63;63,88;0,8;;;;GASC1;964;580;234;680;552;12,8;9,52;9,52;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 030.1/11M/DDC7E.;GASC RX;030.1/11M/DDC7E.;n/a;finoox;251-1HV8.0YG.3UG.S5QQ-R23.;GASC RX 030.1A/17-EL1_.E_PC;1356;E;1;1;1104;Axial;1,061;0,812;1,102;0,937;1,22;0,973;1,153;0,964;1,097;0,922;1,067;0,839;4,22;914;1250;8;VT03034U;0,032;0,27;B;42,75;64;0,9;;;;GASC1;964;580;234;680;552;13;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;8;4;yes;piece;1
GASC RX 030.1/21M/DDC7E.;GASC RX;030.1/21M/DDC7E.;n/a;finoox;251-1HXW.0YG.3UH.S5QS-R23.;GASC RX 030.1A/27-EL1_.E_PC;2573;E;2;1;1104;Axial;2,128;1,633;2,205;1,878;2,437;1,952;2,309;1,933;2,196;1,849;2,139;1,688;8,44;1829;1250;11;VT03034U;0,064;0,27;B;45,48;67,01;1,7;;;;GASC2;1644;580;234;1360;552;21,3;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC RX 030.1/11M/DDC4A.;GASC RX;030.1/11M/DDC4A.;n/a;finoox;251-1HUV.0YG.3UF.00NN-R23.;GASC RX 030.1A/14-AL1_.E_PC;1225;A;1;1;1104;Axial;1,083;0,698;1,234;0,914;1,32;0,936;1,273;0,938;1,201;0,875;1,055;0,693;7,13;818;1250;7;VT03034U;0,034;0,27;C;42,63;63,88;0,8;;;;GASC1;964;580;234;680;552;11;9,52;9,52;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 020.1/21M/DDE7E.TNNN;GASC RX;020.1/21M/DDE7E.TNNN;n/a;finoox;251-1CKB.0YF.3UF.00NN-R23.01.0800.000;GASC RX 020.1A/27-EL1_.E_Epoxy;1421;E;2;1;1103;Axial;1,08;0,712;1,211;0,918;1,283;0,926;1,24;0,929;1,186;0,876;1,06;0,71;4,96;879;1500;7;VT03033U;0,041;0,16;B;43,03;64,33;1;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;15,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC RX 020.1/31M/DDC7A.;GASC RX;020.1/31M/DDC7A.;n/a;finoox;251-1CML.0YF.3UF.00NN-R23.;GASC RX 020.1A/37-AL1_.E_PC;1819;A;3;1;1103;Axial;1,245;0,724;1,563;1,034;1,599;1,014;1,563;1,03;1,475;0,961;1,211;0,711;7,44;1319;1500;8;VT03033U;0,062;0,16;C;44,63;66,1;1,4;;;;GASC3;1484;580;234;1200;552;19;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 020.1/21M/DDC4E.;GASC RX;020.1/21M/DDC4E.;n/a;finoox;251-1CK5.0YF.3UF.00NN-R23.;GASC RX 020.1A/24-EL1_.E_PC;1479;E;2;1;1103;Axial;1,115;0,697;1,302;0,937;1,368;0,945;1,329;0,952;1,261;0,889;1,091;0,69;8,39;807;1500;6;VT03033U;0,04;0,16;C;43,52;64,82;1;;;;GASC2;1084;580;234;800;552;15,3;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 031.1/1XN/DFA4E.TNNN;GASC RX;031.1/1XN/DFA4E.TNNN;n/a;finoox;251-1B0R.245.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/14-ENX_.E;1135;E;1;1;2453;Axial;2,271;1,538;2,44;1,905;2,716;2,019;2,572;1,998;2,433;1,864;2,2;1,541;10,7;1652;1390;11;VT03159U;0,136;0,55;D;43,31;64,65;1,3;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC RX 031.1/2XN/FFA7A.TNNN;GASC RX;031.1/2XN/FFA7A.TNNN;n/a;finoox;251-1B32.245.3UA.S5QZ-R23.01.0000.000;GASC RX 031.1D/27-ANX_.E;1912;A;2;1;2453;Axial;5,305;3,836;5,494;4,493;5,951;4,599;5,668;4,571;5,429;4,347;5,161;3,872;18,98;3462;1390;17;VT03159U;0,271;0,55;C;46,21;67,83;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;29,2;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;235;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 031.1/1XN/DFE4E.TNNN;GASC RX;031.1/1XN/DFE4E.TNNN;n/a;finoox;251-1B0V.245.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/14-ENX_.E_Epoxy;1300;E;1;1;2453;Axial;2,228;1,514;2,38;1,865;2,608;1,986;2,507;1,96;2,373;1,826;2,155;1,52;10,7;1652;1390;11;VT03159U;0,136;0,55;D;43,31;64,65;1,3;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC RX 031.1/1XN/FFC7E.;GASC RX;031.1/1XN/FFC7E.;n/a;finoox;251-1B1X.245.3UK.S5QW-R23.;GASC RX 031.1D/17-ENX_.E_PC;1475;E;1;1;2453;Axial;2,453;1,759;2,548;2,057;2,759;2,123;2,628;2,111;2,516;2,006;2,384;1,774;9,49;1731;1390;12;VT03159U;0,136;0,55;D;43,48;64,82;2;;;;GASC1;964;580;337;680;552;18,6;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC RX 031.1/3XN/DFC4A.;GASC RX;031.1/3XN/DFC4A.;n/a;finoox;251-1B44.245.3U9.S5QZ-R23.;GASC RX 031.1C/34-ANX_.E_PC;2953;A;3;1;2453;Axial;6,144;4,212;6,561;5,167;7,306;5,483;6,919;5,424;6,555;5,07;5,958;4,228;32,1;4955;1390;19;VT03159U;0,408;0,55;E;47,54;69,42;3,8;;;;GASC3;2324;580;337;2040;552;36,3;16;22;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;4;4;yes;piece;1
GASC RX 031.1/3WN/DFA4A.TNNN;GASC RX;031.1/3WN/DFA4A.TNNN;n/a;finoox;251-1B3W.246.3U9.S5QZ-R23.01.0000.000;GASC RX 031.1C/34-ANW_.E;2429;A;3;1;2454;Axial;6,75;4,654;7,166;5,67;7,861;6,033;7,547;5,956;7,151;5,563;6,54;4,677;32,1;4697;1300;18;VT03159U;0,304;0,42;D;46,67;68,55;3,8;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;36,3;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Aluminum;4;4;4;yes;piece;1
GASC RX 031.1/3WN/FFA4A.TNNN;GASC RX;031.1/3WN/FFA4A.TNNN;n/a;finoox;251-1B4L.246.3UB.S5QU-R23.01.0000.000;GASC RX 031.1D/34-ANW_.E;2559;A;3;1;2454;Axial;8,596;6,126;8,828;7,192;9,682;7,626;9,168;7,487;8,7;7,006;8,249;6,17;48,15;4313;1300;17;VT03159U;0,307;0,42;C;46,89;68,77;5,6;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,9;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Aluminum;4;4;6;yes;piece;1
GASC RX 031.1/2WN/FFA4E.TNNN;GASC RX;031.1/2WN/FFA4E.TNNN;n/a;finoox;251-1B37.246.3UA.S2SD-R23.01.0800.000;GASC RX 031.1D/24-ENW_.E;2172;E;2;1;2454;Axial;5,718;4,064;5,879;4,782;6,447;5,068;6,104;4,977;5,792;4,655;5,489;4,09;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,8;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;32,8;16;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC RX 031.1/2WN/DFA7A.TNNN;GASC RX;031.1/2WN/DFA7A.TNNN;n/a;finoox;251-1B2C.246.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/27-ANW_.E;1821;A;2;1;2454;Axial;3,845;2,738;4,051;3,22;4,392;3,353;4,189;3,33;4,009;3,161;3,771;2,77;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,1;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC RX 031.1/2WN/FFA7A.TNNN;GASC RX;031.1/2WN/FFA7A.TNNN;n/a;finoox;251-1B32.246.3UA.S5QZ-R23.01.0000.000;GASC RX 031.1D/27-ANW_.E;1912;A;2;1;2454;Axial;5,162;3,745;5,321;4,373;5,783;4,485;5,419;4,458;5,264;4,237;5,022;3,791;18,98;3277;1300;16;VT03159U;0,202;0,42;C;45,11;66,73;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;29,2;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 031.1/4WN/FFE4E.TNNN;GASC RX;031.1/4WN/FFE4E.TNNN;n/a;finoox;251-1B5T.246.3UB.SJ5E-R23.01.0800.000;GASC RX 031.1D/44-ENW_.E_Epoxy;4191;E;4;1;2454;Axial;10,501;7,021;11,617;8,905;12,415;9,124;11,946;9,117;11,385;8,545;10,271;6,987;64,2;5750;1300;19;VT03159U;0,409;0,42;C;47,89;70,02;7,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;61,3;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC RX 031.1/1WN/DFC7A.;GASC RX;031.1/1WN/DFC7A.;n/a;finoox;251-1B16.246.3UC.S5QV-R23.;GASC RX 031.1C/17-ANW_.E_PC;1242;A;1;1;2454;Axial;1,776;1,257;1,878;1,486;2,035;1,546;1,941;1,536;1,857;1,457;1,741;1,268;6,33;1728;1300;12;VT03159U;0,1;0,42;D;42,41;63,75;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/3WN/DFC7A.;GASC RX;031.1/3WN/DFC7A.;n/a;finoox;251-1B4C.246.3U9.S5QZ-R23.;GASC RX 031.1C/37-ANW_.E_PC;2919;A;3;1;2454;Axial;5,378;3,838;5,657;4,503;6,134;4,691;5,85;4,658;5,6;4,424;5,274;3,886;18,98;5183;1300;20;VT03159U;0,3;0,42;D;46,64;68,52;3,8;;;;GASC3;2324;580;337;2040;552;36;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC RX 031.1/3WN/FFC4A.;GASC RX;031.1/3WN/FFC4A.;n/a;finoox;251-1B4U.246.3UB.S5QU-R23.;GASC RX 031.1D/34-ANW_.E_PC;3083;A;3;1;2454;Axial;7,651;5,452;7,857;6,4;8,617;6,788;8,159;6,663;7,743;6,235;7,342;5,491;48,15;4313;1300;17;VT03159U;0,307;0,42;D;46,89;68,77;5,6;;;;GASC3;2324;580;337;2040;552;41,9;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;4;4;6;yes;piece;1
GASC RX 031.1/1WM/DDE7E.TNNN;GASC RX;031.1/1WM/DDE7E.TNNN;n/a;finoox;251-1B0D.247.3UG.S5QQ-R23.01.0800.000;GASC RX 031.1A/17-ELW_.E_Epoxy;1168;E;1;1;2455;Axial;1,083;0,825;1,128;0,958;1,246;0,999;1,184;0,987;1,122;0,946;1,083;0,858;4,22;866;900;7;VT03159U;0,09;0,38;D;38,79;60,05;0,9;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC RX 031.1/2WM/DDC7E.;GASC RX;031.1/2WM/DDC7E.;n/a;finoox;251-1B29.247.3UH.S5QS-R23.;GASC RX 031.1A/27-ELW_.E_PC;2342;E;2;1;2455;Axial;2,057;1,582;2,138;1,819;2,362;1,894;2,238;1,874;2,126;1,792;2,067;1,634;8,44;1732;900;10;VT03159U;0,18;0,38;E;41,53;63,06;1,7;;;;GASC2;1644;580;234;1360;552;25,3;16;18;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC RX 031.1/2XM/DFA4A.TNNN;GASC RX;031.1/2XM/DFA4A.TNNN;n/a;finoox;251-1B2G.248.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/24-ALX_.E;1821;A;2;1;2456;Axial;3,305;2,385;3,321;2,734;3,653;2,883;3,429;2,843;3,252;2,662;3,186;2,404;21,4;1653;720;8;VT03159U;0,18;0,39;D;37,78;59,4;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC RX 031.1/1XM/DDC7E.;GASC RX;031.1/1XM/DDC7E.;n/a;finoox;251-1B0H.248.3UG.S5QQ-R23.;GASC RX 031.1A/17-ELX_.E_PC;1245;E;1;1;2456;Axial;0,889;0,685;0,936;0,785;1,017;0,822;0,973;0,814;0,927;0,778;0,889;0,712;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,9;;;;GASC1;964;580;234;680;552;15;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;8;4;yes;piece;1
GASC RX 031.1/3XM/FFC7E.;GASC RX;031.1/3XM/FFC7E.;n/a;finoox;251-1B53.248.3UB.SJ5F-R23.;GASC RX 031.1D/37-ELX_.E_PC;3427;E;3;1;2456;Axial;4,854;3,734;5,018;4,253;5,417;4,324;5,155;4,302;4,922;4,131;4,845;3,8;28,47;2671;720;10;VT03159U;0,27;0,39;D;39,09;60,97;5,7;;;;GASC3;2324;580;337;2040;552;46,5;22;22;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC RX 031.1/21N/FFA7A.TNNN;GASC RX;031.1/21N/FFA7A.TNNN;n/a;finoox;251-1B32.24G.3UA.S5QZ-R23.01.0000.000;GASC RX 031.1D/27-AN1_.E;2139;A;2;1;2464;Axial;5,177;3,754;5,338;4,385;5,8;4,496;5,435;4,469;5,28;4,248;5,036;3,8;18,98;3295;1350;16;VT03190;0,173;0,7;B;44,62;66,24;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;28;16;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 031.1/21N/DFE4E.TNNN;GASC RX;031.1/21N/DFE4E.TNNN;n/a;finoox;251-1B2M.24G.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/24-EN1_.E_Epoxy;2482;E;2;1;2464;Axial;4,395;3,031;4,647;3,682;5,098;3,933;4,891;3,872;4,633;3,612;4,253;3,052;21,4;3122;1350;15;VT03190;0,173;0,7;C;45,18;66,8;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;26,7;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 031.1/31N/DFE4E.TNNN;GASC RX;031.1/31N/DFE4E.TNNN;n/a;finoox;251-1B41.24G.3U9.S5QZ-R23.01.0800.000;GASC RX 031.1C/34-EN1_.E_Epoxy;3434;E;3;1;2464;Axial;6,612;4,573;6,982;5,544;7,66;5,923;7,35;5,831;6,964;5,441;6,401;4,608;32,1;4683;1350;18;VT03190;0,259;0,7;C;46,68;68,56;3,8;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;38;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Epoxy coated aluminum;4;4;4;yes;piece;1
GASC RX 031.1/31N/FFE7E.TNNN;GASC RX;031.1/31N/FFE7E.TNNN;n/a;finoox;251-1B4Z.24G.3UB.SJ5F-R23.01.0800.000;GASC RX 031.1D/37-EN1_.E_Epoxy;3607;E;3;1;2464;Axial;7,677;5,582;7,878;6,497;8,593;6,682;8,038;6,638;7,807;6,306;7,459;5,657;28,47;4942;1350;19;VT03190;0,26;0,7;B;46,12;68;5,7;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;44,7;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/21N/DFC4E.;GASC RX;031.1/21N/DFC4E.;n/a;finoox;251-1B2R.24G.3UD.S5QX-R23.;GASC RX 031.1C/24-EN1_.E_PC;2601;E;2;1;2464;Axial;3,987;2,745;4,237;3,347;4,64;3,561;4,462;3,515;4,227;3,282;3,861;2,756;21,4;3122;1350;15;VT03190;0,173;0,7;D;45,18;66,8;2,5;;;;GASC2;1644;580;337;1360;552;26,7;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC RX 031.1/31N/FFC4E.;GASC RX;031.1/31N/FFC4E.;n/a;finoox;251-1B4V.24G.3UB.S5QU-R23.;GASC RX 031.1D/34-EN1_.E_PC;3802;E;3;1;2464;Axial;7,602;5,424;7,797;6,358;8,551;6,739;8,094;6,616;7,681;6,191;7,3;5,462;48,15;4259;1350;17;VT03190;0,259;0,7;C;47,9;69,78;5,6;;;;GASC3;2324;580;337;2040;552;44,8;16;22;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;4;6;yes;piece;1
