TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC PX 020.1/11N/DDE4A.TNNN;GASC PX;020.1/11N/DDE4A.TNNN;n/a;finoox;251-1AYQ.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/14-AN1_.E_Epoxy;738;A;1;1;1102;Axial;0,877;0,718;0,997;0,824;4,2;512;2000;6;VT03033U;0,035;0,26;;44,48;65,61;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC PX 020.1/31N/FDE7A.TNNN;GASC PX;020.1/31N/FDE7A.TNNN;n/a;finoox;251-1CNG.0YE.3YL.S5QQ-P13.01.0000.000;GASC PX 020.1B/37-AN1_.E_Epoxy;1886;A;3;1;1102;Axial;2,676;1,876;2,891;2,065;11,17;1606;2000;10;VT03033U;0,107;0,26;;48,64;70,11;2,2;;;;GASC3;1484;580;234;1200;552;21,5;16;18;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC PX 020.1/21N/DDC7E.TNNN;GASC PX;020.1/21N/DDC7E.TNNN;n/a;finoox;251-1CKH.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/27-EN1_.E_PC;1886;E;2;1;1102;Axial;1,298;0,903;1,404;0,994;4,96;1123;2000;9;VT03033U;0,072;0,26;;46,81;68,11;1;230V 1~ - 0.8kW;;;GASC2;1084;580;234;800;552;14,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC10000230230;H03GA10100120230;;AY7.004697.1;2;100;1000;3;0;1010;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC PX 020.1/11M/DDA7E.TNNN;GASC PX;020.1/11M/DDA7E.TNNN;n/a;finoox;251-1AYH.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/17-EL1_.E;1094;E;1;1;1103;Axial;0,653;0,545;0,728;0,612;2,48;440;1500;5;VT03033U;0,021;0,16;;40,19;61,32;0,5;230V 1~ - 0.5kW;;;GASC1;684;580;234;400;552;9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004696.1;2;100;600;3;0;610;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 031.1/1XN/DFA4E.TNNN;GASC PX;031.1/1XN/DFA4E.TNNN;n/a;finoox;251-1B0R.245.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-ENX_.E;1565;E;1;1;2453;Axial;2,61;1,949;2,885;2,187;10,7;1652;1390;11;VT03159U;0,136;0,55;;43,31;64,65;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2XN/DFA4E.TNNN;GASC PX;031.1/2XN/DFA4E.TNNN;n/a;finoox;251-1B2H.245.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/24-ENX_.E;2524;E;2;1;2453;Axial;5,264;3,96;5,816;4,441;21,4;3304;1390;16;VT03159U;0,272;0,55;;46,04;67,66;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/2XN/FFE4A.TNNN;GASC PX;031.1/2XN/FFE4A.TNNN;n/a;finoox;251-1B3A.245.3X8.S2SD-P13.01.0000.000;GASC PX 031.1D/24-ANX_.E_Epoxy;2153;A;2;1;2453;Axial;6,285;4,993;7,003;5,633;32,1;3017;1390;14;VT03159U;0,273;0,55;;45,9;67,52;3,8;;;;GASC2;1644;580;337;1360;552;29,8;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GASC PX 031.1/1XN/DFE7E.TNNN;GASC PX;031.1/1XN/DFE7E.TNNN;n/a;finoox;251-1B13.245.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-ENX_.E_Epoxy;1704;E;1;1;2453;Axial;2,127;1,636;2,321;1,814;6,33;1833;1390;12;VT03159U;0,135;0,55;;43,8;65,14;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC PX 031.1/3WN/DFE7E.TNNN;GASC PX;031.1/3WN/DFE7E.TNNN;n/a;finoox;251-1B49.246.3X2.S5QZ-P13.01.0800.000;GASC PX 031.1C/37-ENW_.E_Epoxy;3721;E;3;1;2454;Axial;6,257;4,879;6,837;5,414;18,98;5183;1300;20;VT03159U;0,3;0,42;;46,64;68,52;3,8;230V 1~ - 2.4kW;;;GASC3;2324;580;337;2040;552;37,8;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC22400526230;H03GA22800275230;;AY7.004709.1;3;100;2240;3;0;2280;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC PX 031.1/4WN/FFE7E.TNNN;GASC PX;031.1/4WN/FFE7E.TNNN;n/a;finoox;251-1B61.246.3X7.SJ5F-P13.01.0800.000;GASC PX 031.1D/47-ENW_.E_Epoxy;5050;E;4;1;2454;Axial;10,712;8,004;11,616;8,831;37,96;6555;1300;22;VT03159U;0,404;0,42;;47,61;69,74;7,4;400V 3~N - 3.8kW;;;GASC4;3004;580;337;1360;552;56,9;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC29200690230;H03GA29600355230;;AY7.004710.1;4;100;2920;3;0;2960;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC PX 031.1/1WN/DFC7A.TNNN;GASC PX;031.1/1WN/DFC7A.TNNN;n/a;finoox;251-1B16.246.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-ANW_.E_PC;1242;A;1;1;2454;Axial;1,956;1,508;2,135;1,673;6,33;1728;1300;12;VT03159U;0,1;0,42;;42,41;63,75;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC PX 031.1/1WN/FFC4A.TNNN;GASC PX;031.1/1WN/FFC4A.TNNN;n/a;finoox;251-1B1N.246.3X9.S5QR-P13.01.0000.000;GASC PX 031.1D/14-ANW_.E_PC;1300;A;1;1;2454;Axial;2,75;2,176;3,063;2,453;16,05;1438;1300;10;VT03159U;0,102;0,42;;42,65;64;2;;;;GASC1;964;580;337;680;552;16,6;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GASC PX 031.1/2WN/FFC4A.TNNN;GASC PX;031.1/2WN/FFC4A.TNNN;n/a;finoox;251-1B3E.246.3X8.S2SD-P13.01.0000.000;GASC PX 031.1D/24-ANW_.E_PC;2300;A;2;1;2454;Axial;5,527;4,401;6,154;4,959;32,1;2875;1300;14;VT03159U;0,205;0,42;;45,39;67,01;3,8;;;;GASC2;1644;580;337;1360;552;29,8;16;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GASC PX 031.1/2XM/DFA4A.TNNN;GASC PX;031.1/2XM/DFA4A.TNNN;n/a;finoox;251-1B2G.248.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-ALX_.E;1821;A;2;1;2456;Axial;3,473;2,841;3,892;3,225;21,4;1653;720;8;VT03159U;0,18;0,39;;37,78;59,4;2,5;;;;GASC2;1644;580;337;1360;552;25,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/1XM/DFA4E.TNNN;GASC PX;031.1/1XM/DFA4E.TNNN;n/a;finoox;251-1B0R.248.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-ELX_.E;1565;E;1;1;2456;Axial;1,73;1,408;1,941;1,598;10,7;826;720;6;VT03159U;0,09;0,39;;35,05;56,39;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2XM/DFA7E.TNNN;GASC PX;031.1/2XM/DFA7E.TNNN;n/a;finoox;251-1B2D.248.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ELX_.E;2524;E;2;1;2456;Axial;2,948;2,463;3,307;2,763;12,65;1892;720;9;VT03159U;0,18;0,39;;37,55;59,17;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC PX 031.1/3XM/DFE7A.TNNN;GASC PX;031.1/3XM/DFE7A.TNNN;n/a;finoox;251-1B48.248.3X2.S5QZ-P13.01.0000.000;GASC PX 031.1C/37-ALX_.E_Epoxy;2757;A;3;1;2456;Axial;4,361;3,651;4,892;4,097;18,98;2838;720;11;VT03159U;0,27;0,39;;39,05;60,93;3,8;;;;GASC3;2324;580;337;2040;552;36,3;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC PX 031.1/2XM/DDC7E.TNNN;GASC PX;031.1/2XM/DDC7E.TNNN;n/a;finoox;251-1B29.248.3WY.S5QS-P13.01.0800.000;GASC PX 031.1A/27-ELX_.E_PC;2726;E;2;1;2456;Axial;1,975;1,673;2,206;1,886;8,44;1385;720;8;VT03159U;0,18;0,39;;38,55;60,08;1,7;230V 1~ - 1.3kW;;;GASC2;1644;580;234;1360;552;24,3;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004706.1;2;100;1560;3;0;1570;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/2XM/FFC7A.TNNN;GASC PX;031.1/2XM/FFC7A.TNNN;n/a;finoox;251-1B3N.248.3X8.S5QZ-P13.01.0000.000;GASC PX 031.1D/27-ALX_.E_PC;2274;A;2;1;2456;Axial;3,44;2,902;3,833;3,24;18,98;1780;720;9;VT03159U;0,18;0,39;;37,59;59,21;3,8;;;;GASC2;1644;580;337;1360;552;29,4;16;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC PX 031.1/31N/FFA4E.TNNN;GASC PX;031.1/31N/FFA4E.TNNN;n/a;finoox;251-1B4M.24G.3X7.S5QU-P13.01.0800.000;GASC PX 031.1D/34-EN1_.E;4008;E;3;1;2464;Axial;9,254;7,397;10,307;8,338;48,15;4259;1350;17;VT03190;0,259;0,7;;47,9;69,78;5,6;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;42,4;16;22;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Aluminum;4;4;6;yes;piece;1
GASC PX 031.1/11N/FFA7A.TNNN;GASC PX;031.1/11N/FFA7A.TNNN;n/a;finoox;251-1B1A.24G.3X9.S5QW-P13.01.0000.000;GASC PX 031.1D/17-AN1_.E;1152;A;1;1;2464;Axial;2,776;2,194;3,037;2,437;9,49;1647;1350;11;VT03190;0,087;0,7;;41,89;63,23;2;;;;GASC1;964;580;337;680;552;15,9;16;18;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC PX 031.1/21N/FFA7A.TNNN;GASC PX;031.1/21N/FFA7A.TNNN;n/a;finoox;251-1B32.24G.3X8.S5QZ-P13.01.0000.000;GASC PX 031.1D/27-AN1_.E;2139;A;2;1;2464;Axial;5,575;4,427;6,096;4,916;18,98;3295;1350;16;VT03190;0,173;0,7;;44,62;66,24;3,8;;;;GASC2;1644;580;337;1360;552;28,2;16;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC PX 031.1/21N/DFE4A.TNNN;GASC PX;031.1/21N/DFE4A.TNNN;n/a;finoox;251-1B2L.24G.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-AN1_.E_Epoxy;2256;A;2;1;2464;Axial;4,993;3,814;5,542;4,291;21,4;3122;1350;15;VT03190;0,173;0,7;;45,18;66,8;2,5;;;;GASC2;1644;580;337;1360;552;24,3;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC PX 031.1/21N/FFE4E.TNNN;GASC PX;031.1/21N/FFE4E.TNNN;n/a;finoox;251-1B3B.24G.3X8.S2SD-P13.01.0800.000;GASC PX 031.1D/24-EN1_.E_Epoxy;3279;E;2;1;2464;Axial;6,047;4,838;6,664;5,468;32,1;2840;1350;14;VT03190;0,173;0,7;;46,4;68,02;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;30,5;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GASC PX 031.1/31N/FFE4E.TNNN;GASC PX;031.1/31N/FFE4E.TNNN;n/a;finoox;251-1B4R.24G.3X7.S5QU-P13.01.0800.000;GASC PX 031.1D/34-EN1_.E_Epoxy;4338;E;3;1;2464;Axial;9,085;7,284;10,009;8,232;48,15;4259;1350;17;VT03190;0,259;0,7;;47,9;69,78;5,6;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;42,4;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC PX 031.1/21M/DDA7E.TNNN;GASC PX;031.1/21M/DDA7E.TNNN;n/a;finoox;251-1B21.24H.3WY.S5QS-P13.01.0800.000;GASC PX 031.1A/27-EL1_.E;2594;E;2;1;2465;Axial;2,588;2,174;2,881;2,429;8,44;1928;1000;11;VT03190;0,073;0,3;;37,42;58,95;1,7;230V 1~ - 1.3kW;;;GASC2;1644;580;234;1360;552;23,1;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC15600363230;H03GA15700190230;;AY7.004706.1;2;100;1560;3;0;1570;no;no;D;E;Aluminum;7;4;4;yes;piece;1
GASC PX 020.1/11N/DDA4A.TNNN;GASC PX;020.1/11N/DDA4A.TNNN;n/a;finoox;251-1AYL.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/14-AN1_.E;608;A;1;1;1102;Axial;0,896;0,732;1,019;0,838;4,2;512;2000;6;VT03033U;0,035;0,26;;44,48;65,61;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC PX 020.1/31N/DDA4E.TNNN;GASC PX;020.1/31N/DDA4E.TNNN;n/a;finoox;251-1CLX.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/34-EN1_.E;2023;E;3;1;1102;Axial;1,894;1,135;2,053;1,736;12,59;1536;2000;10;VT03033U;0,105;0,26;;48,91;70,38;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,7;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC PX 020.1/31N/FDE4E.TNNN;GASC PX;020.1/31N/FDE4E.TNNN;n/a;finoox;251-1CN5.0YE.3YL.S5QQ-P13.01.0800.000;GASC PX 020.1B/34-EN1_.E_Epoxy;2670;E;3;1;1102;Axial;2,948;2,015;3,199;2,227;18,88;1428;2000;9;VT03033U;0,104;0,26;;49,43;70,9;2,2;230V 1~ - 1.5kW;;;GASC3;1484;580;234;1200;552;23,2;16;18;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004701.1;3;100;1400;3;0;1410;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC PX 020.1/11N/FDE7A.TNNN;GASC PX;020.1/11N/FDE7A.TNNN;n/a;finoox;251-1AZN.0YE.3X6.00NN-P13.01.0000.000;GASC PX 020.1B/17-AN1_.E_Epoxy;852;A;1;1;1102;Axial;0,949;0,736;1,037;0,817;3,72;535;2000;6;VT03033U;0,036;0,26;;44,2;65,33;0,8;;;;GASC1;684;580;234;400;552;8,7;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC PX 020.1/31N/FDC7E.TNNN;GASC PX;020.1/31N/FDC7E.TNNN;n/a;finoox;251-1CNP.0YE.3YL.S5QQ-P13.01.0800.000;GASC PX 020.1B/37-EN1_.E_PC;2833;E;3;1;1102;Axial;2,514;1,757;2,715;1,933;11,17;1606;2000;10;VT03033U;0,107;0,26;;48,64;70,11;2,2;230V 1~ - 1.5kW;;;GASC3;1484;580;234;1200;552;23;16;18;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004701.1;3;100;1400;3;0;1410;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 020.1/21N/DDC4A.TNNN;GASC PX;020.1/21N/DDC4A.TNNN;n/a;finoox;251-1CK4.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/24-AN1_.E_PC;1281;A;2;1;1102;Axial;1,451;0,965;1,578;1,067;8,39;1024;2000;8;VT03033U;0,07;0,26;;47,32;68,62;1;;;;GASC2;1084;580;234;800;552;13,8;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 020.1/11N/FDC4E.TNNN;GASC PX;020.1/11N/FDC4E.TNNN;n/a;finoox;251-1AZK.0YE.3X6.00NN-P13.01.0800.000;GASC PX 020.1B/14-EN1_.E_PC;1503;E;1;1;1102;Axial;0,95;0,728;1,048;0,815;6,29;476;2000;5;VT03033U;0,035;0,26;;44,99;66,12;0,8;230V 1~ - 0.6kW;;;GASC1;684;580;234;400;552;9,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004695.1;3;100;600;3;0;610;no;no;F;E;Powder coated;4;24;6;yes;piece;1
GASC PX 020.1/31N/FDC4A.TNNN;GASC PX;020.1/31N/FDC4A.TNNN;n/a;finoox;251-1CNA.0YE.3YL.S5QQ-P13.01.0000.000;GASC PX 020.1B/34-AN1_.E_PC;2050;A;3;1;1102;Axial;2,653;1,807;2,875;1,997;18,88;1428;2000;9;VT03033U;0,104;0,26;;49,43;70,9;2,2;;;;GASC3;1484;580;234;1200;552;21,7;16;18;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GASC PX 020.1/21M/DDA7A.TNNN;GASC PX;020.1/21M/DDA7A.TNNN;n/a;finoox;251-1CJL.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/27-AL1_.E;1009;A;2;1;1103;Axial;1,245;0,897;1,35;0,99;4,96;879;1500;7;VT03033U;0,041;0,16;;43,03;64,33;1;;;;GASC2;1084;580;234;800;552;13,7;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 031.1/2XN/FFA7E.TNNN;GASC PX;031.1/2XN/FFA7E.TNNN;n/a;finoox;251-1B33.245.3X8.S5QZ-P13.01.0800.000;GASC PX 031.1D/27-ENX_.E;2768;E;2;1;2453;Axial;5,723;4,521;6,251;5,018;18,98;3462;1390;17;VT03159U;0,271;0,55;;46,21;67,83;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,4;16;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC PX 031.1/3XN/FFE4E.TNNN;GASC PX;031.1/3XN/FFE4E.TNNN;n/a;finoox;251-1B4R.245.3X7.S5QU-P13.01.0800.000;GASC PX 031.1D/34-ENX_.E_Epoxy;3994;E;3;1;2453;Axial;9,445;7,52;10,523;8,483;48,15;4526;1390;18;VT03159U;0,409;0,55;;47,4;69,28;5,6;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;44,2;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC PX 031.1/3XN/DFC7E.TNNN;GASC PX;031.1/3XN/DFC7E.TNNN;n/a;finoox;251-1B4D.245.3X2.S5QZ-P13.01.0800.000;GASC PX 031.1C/37-ENX_.E_PC;3884;E;3;1;2453;Axial;6,06;4,682;6,602;5,188;18,98;5498;1390;21;VT03159U;0,406;0,55;;48,03;69,91;3,8;230V 1~ - 2.4kW;;;GASC3;2324;580;337;2040;552;37,8;16;22;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC22400526230;H03GA22800275230;;AY7.004709.1;3;100;2240;3;0;2280;no;no;D;E;Powder coated;7;4;4;yes;piece;1
GASC PX 031.1/1WN/DFA4A.TNNN;GASC PX;031.1/1WN/DFA4A.TNNN;n/a;finoox;251-1B0Q.246.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-ANW_.E;991;A;1;1;2454;Axial;2,54;1,912;2,812;2,146;10,7;1566;1300;11;VT03159U;0,101;0,42;;42,43;63,78;1,3;;;;GASC1;964;580;337;680;552;14,6;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/1WN/DFA4E.TNNN;GASC PX;031.1/1WN/DFA4E.TNNN;n/a;finoox;251-1B0R.246.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-ENW_.E;1565;E;1;1;2454;Axial;2,54;1,912;2,812;2,146;10,7;1566;1300;11;VT03159U;0,101;0,42;;42,43;63,78;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/2WN/FFA4A.TNNN;GASC PX;031.1/2WN/FFA4A.TNNN;n/a;finoox;251-1B36.246.3X8.S2SD-P13.01.0000.000;GASC PX 031.1D/24-ANW_.E;1912;A;2;1;2454;Axial;6,21;4,945;6,915;5,572;32,1;2875;1300;14;VT03159U;0,205;0,42;;45,39;67,01;3,8;;;;GASC2;1644;580;337;1360;552;29,8;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC PX 031.1/3WN/FFA4E.TNNN;GASC PX;031.1/3WN/FFA4E.TNNN;n/a;finoox;251-1B4M.246.3X7.S5QU-P13.01.0800.000;GASC PX 031.1D/34-ENW_.E;3664;E;3;1;2454;Axial;9,331;7,447;10,391;8,391;48,15;4313;1300;17;VT03159U;0,307;0,42;;46,89;68,77;5,6;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;44,2;16;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Aluminum;4;4;6;yes;piece;1
